gene_name,L_15_1,L_15_2,L_16_1,L_16_2,L_13_1,L_13_2,L_11_2,L_11_1,L_12_1,L_12_2
Gm37759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm7369,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.04,0.0
Gm20772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm2979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pcdhga11,0.17,0.1,0.05,0.04,0.14,0.16,1.04,1.37,0.55,0.24
Gm38108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pcdhgb2,0.05,0.07,0.09,0.08,0.06,0.07,0.49,0.37,0.26,0.29
Gm7694,1.71,1.4,1.55,2.01,0.72,0.89,2.47,1.98,1.6,1.96
Gm38183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm2756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naaladl2,0.24,0.19,0.63,0.66,0.2,0.26,0.24,0.16,0.21,0.21
Gm37184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930403P22Rik,0.44,0.4,0.3,0.45,0.58,0.32,1.31,2.23,0.95,0.81
Gm19002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38163,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm32114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm9748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38161,0.0,0.0,0.05,0.04,0.0,0.06,0.0,0.0,0.0,0.0
Gm38165,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0
Gm38164,0.0,0.1,0.1,0.0,0.11,0.37,1.1,0.16,0.13,0.0
Gm38251,0.02,0.0,0.01,0.0,0.01,0.02,0.02,0.12,0.0,0.03
Gm2447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm30174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm32175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm6236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm32295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mgam2-ps,0.02,0.0,0.01,0.22,0.0,0.02,0.0,0.0,0.0,0.0
Gm37481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37240,0.69,0.21,0.05,0.55,0.18,0.0,0.36,1.14,0.44,0.92
Gm8643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm6185,0.01,0.01,0.02,0.01,0.01,0.02,0.0,0.03,0.0,0.03
Gm38353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pdcd5-ps,41.86,36.43,46.42,43.35,84.83,118.7,142.77,155.37,87.18,84.56
Gm38181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm8242,1.23,0.38,0.65,0.26,1.3,1.09,0.9,0.84,0.66,0.39
Gm38182,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.16,0.0,0.0
Gm5190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38037,1.36,1.55,1.22,0.88,1.36,1.26,1.65,1.55,1.18,1.61
Gm38035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38033,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0
Gm10292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm34274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm18956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0
Gm37083,0.1,0.11,0.11,0.07,0.12,0.19,0.14,0.0,0.0,0.16
Gm7270,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm7270,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37637,0.73,0.43,0.56,0.66,0.53,0.54,1.17,0.83,0.58,1.11
Gm37640,0.15,0.11,0.11,0.0,0.0,0.14,0.42,0.18,0.15,0.16
Gm37634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2900097C17Rik,38.11,33.9,32.2,34.96,38.38,45.65,90.32,77.86,66.93,60.79
Gm17868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm30667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm10857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm7626,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Gm19114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37855,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
Gm37853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37850,0.2,0.2,0.15,0.09,0.0,0.13,0.09,0.49,0.0,0.44
Gm38266,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.1
Gm20858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm7558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm2453,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.24,0.07,0.07
Gm38017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm35106,0.0,0.0,0.15,0.0,0.17,0.0,0.0,0.0,0.0,0.0
Gm32460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37724,0.48,0.2,0.29,0.25,0.11,0.35,0.08,0.49,0.38,0.29
Pcdhgc3,2.49,2.15,2.44,3.07,2.11,3.37,11.99,11.25,6.0,6.61
Olfr416-ps1,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0
Gm34176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm31728,0.18,0.47,0.76,0.13,0.0,0.0,0.38,0.22,0.0,0.0
Gm38115,2.63,2.26,2.36,2.32,2.48,1.69,2.61,3.39,2.84,2.07
Gm38113,0.3,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.65
Gm9116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm35584,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.28,0.12
Gm37552,0.01,0.0,0.0,0.04,0.0,0.01,0.0,0.0,0.0,0.0
Gm37550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm6101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm21065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm20926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm31123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm35070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Zc3h11a,20.4,24.83,27.37,21.71,30.44,35.18,50.75,44.22,39.16,44.97
Zc3h11a,20.4,24.83,27.37,21.71,30.44,35.18,50.75,44.22,39.16,44.97
Gm37346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37350,0.49,0.48,0.0,0.38,0.32,0.54,0.22,0.66,0.38,0.53
Gm34727,0.0,0.05,0.0,0.05,0.0,0.0,0.2,0.6,0.07,0.08
Gm38323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm20690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm20690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm36468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm8860,0.09,0.06,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1
Gm17968,0.0,0.07,0.13,0.0,0.0,0.0,0.0,0.16,0.0,0.0
Gm37681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm20910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm8747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm29950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm8797,7.92,8.67,7.62,8.21,7.42,9.46,5.11,4.74,9.26,7.89
Pcdhgb1,0.06,0.03,0.07,0.02,0.08,0.07,0.38,0.66,0.06,0.21
Gm37305,0.51,0.7,0.42,0.59,0.4,0.56,0.8,0.78,0.75,0.65
Gm2719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37306,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.03
Gm37308,24.82,0.0,0.0,0.0,0.0,19.97,27.5,0.0,0.0,22.7
Gm7871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm21845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm18186,0.08,0.02,0.0,0.1,0.0,0.0,0.03,0.0,0.02,0.0
Gm33163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm36968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm30414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37904,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0
Gm20925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm36307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pcdhgb8,0.1,0.03,0.03,0.05,0.02,0.02,0.09,0.26,0.1,0.14
A630035G10Rik,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.06,0.06
Gm38119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pcdhgb6,0.31,0.28,0.2,0.39,0.35,0.5,2.02,1.89,0.97,0.97
Gm19214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pcdha5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm8022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37559,0.0,0.12,0.0,0.0,0.03,0.04,0.0,0.05,0.04,0.0
Gm6074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4833445I07Rik,0.53,0.57,0.86,0.6,0.39,0.84,0.99,1.28,1.17,0.58
Gm18752,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rncr4,0.01,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
Gm37586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm32200,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03
Gm37584,0.15,0.17,0.17,0.13,0.13,0.12,0.96,0.47,0.36,0.33
4930539M17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07
Gm37981,0.07,0.21,0.0,0.0,0.06,0.07,0.0,0.0,0.0,0.15
Gm37982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0
Pcdhga1,0.03,0.08,0.04,0.09,0.07,0.07,0.32,0.26,0.13,0.11
Gm7341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm8790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm8109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38293,0.12,0.18,0.14,0.13,0.1,0.06,0.0,0.22,0.43,0.33
Gm38294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm31925,0.06,0.18,0.0,0.05,0.0,0.06,0.0,0.0,0.0,0.0
Gm38150,1.02,1.33,0.78,1.03,1.44,1.29,1.56,1.89,1.21,1.59
Gm38149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm30948,0.1,0.09,0.22,0.33,0.04,0.04,0.02,0.02,0.02,0.04
Gm37170,0.05,0.05,0.01,0.0,0.0,0.02,0.0,0.02,0.0,0.02
Gm37168,0.02,0.03,0.02,0.02,0.06,0.06,0.06,0.05,0.07,0.0
Gm37147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm18427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fgfr3-ps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A330069K06Rik,0.22,0.14,0.25,0.13,0.19,0.17,0.57,0.23,0.26,0.28
Gm34716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm19066,0.0,0.0,0.0,0.02,0.03,0.0,0.04,0.0,0.0,0.0
Gm9136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37328,0.17,0.25,0.04,0.04,0.05,0.0,0.08,0.07,0.17,0.18
Gm38139,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
Gm8515,0.15,0.05,0.14,0.2,0.3,0.27,0.2,0.09,0.3,0.46
Gm37330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm5852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38287,0.56,0.74,0.43,0.55,0.31,0.93,1.3,1.2,0.26,0.58
Gm37787,0.06,0.0,0.33,0.13,0.0,0.0,0.0,0.0,0.0,0.0
Sprr2c-ps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm2077,0.0,0.71,0.0,0.12,0.33,0.14,0.06,0.0,0.15,0.16
Gm37732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm17970,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.19,0.21,0.06
Gm21907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm18547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm34767,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lce1d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm2071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm32180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pcdhac1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
Gm7977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm8146,0.09,0.11,0.08,0.06,0.08,0.2,0.13,0.16,0.15,0.12
Gm30341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm2053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.06,0.06
Gm36980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm36978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37915,0.69,0.95,0.84,0.65,0.99,0.94,0.8,0.79,0.68,0.94
Gm37918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm36983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm3351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm5850,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Gm37273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm31256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm5842,0.5,0.33,0.52,0.49,0.82,0.62,0.89,1.79,1.37,0.6
Gm38233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scp2-ps1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm5979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm34068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0
Gm37801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37800,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.13,0.15
BC037039,0.15,0.23,0.25,0.23,0.32,0.63,1.11,2.03,0.86,0.74
Pcdha12,0.0,0.01,0.0,0.0,0.01,0.0,0.16,0.0,0.01,0.04
Gm38229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm6677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38358,0.27,0.07,0.0,0.0,0.0,0.0,0.0,0.23,0.09,0.0
Gm38356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm21631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm36047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm35108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pcdhga2,0.21,0.15,0.23,0.18,0.21,0.24,1.34,1.87,0.54,0.71
Gm37994,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
Gm29771,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olfr1409-ps1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C230057A21Rik,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.01,0.0,0.0
Gm37734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm36888,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Gm37596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm6350,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
Gm38084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm2147,0.06,0.0,0.05,0.0,0.05,0.12,0.0,0.08,0.07,0.0
Gm7804,0.0,0.0,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.05
Gm36928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tdpoz2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm36929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38158,2.51,2.7,1.44,1.33,1.8,2.6,4.42,2.62,3.06,1.38
Gm6546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm35134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37239,0.72,0.53,0.55,0.0,0.0,0.68,0.0,0.0,0.73,0.0
Gm37177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37756,0.73,0.1,0.64,0.59,0.61,0.43,1.51,1.05,0.62,0.78
Gm37754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Gm37753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38303,0.21,0.5,0.17,0.0,0.0,0.12,0.0,0.0,0.0,0.0
Gm38304,0.12,0.09,0.05,0.04,0.15,0.06,0.08,0.07,0.12,0.07
Gm38305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm29747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm15853,0.05,0.05,0.07,0.06,0.07,0.07,0.23,0.3,0.16,0.16
Gm5541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37933,0.16,0.1,0.13,0.05,0.35,0.36,0.17,0.5,0.19,0.26
Lsmem2,0.33,0.33,0.26,0.16,0.19,0.11,0.94,0.55,0.11,0.37
Gm18300,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0
Gm38389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37339,0.0,0.23,0.32,0.29,0.09,0.1,0.58,0.0,0.1,0.11
Gm33112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm29808,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.42,0.0,0.0
Golt1a,7.23,8.82,6.7,8.67,5.31,7.05,1.94,1.44,4.83,3.68
Gm5845,0.08,0.0,0.04,0.09,0.08,0.2,0.22,0.07,0.07,0.0
Gm37075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm20754,0.0,0.07,0.0,0.0,0.02,0.09,0.13,0.0,0.0,0.1
Gm36996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm30686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm2272,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0
Gm36992,0.0,0.0,0.0,0.0,0.08,0.0,0.13,0.11,0.0,0.2
Gm36995,0.23,0.28,0.24,0.31,0.31,0.17,0.23,0.07,0.38,0.3
Gm7019,0.16,0.22,0.25,0.3,0.0,0.15,0.0,0.36,0.18,0.0
7530428D23Rik,0.07,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
Pcdha1,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
Gm17836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm33973,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.22,0.0
