gene_name,TC_M_43_1,TC_M_43_2,TC_F_21_1,ATC_M_43_2,ATC_M_43_1,ATC_F_21_3,ATC_F_21_4,ATC_F_21_1,ATC_F_21_2
MIR4733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005703.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC012447.1,0.0,0.08,0.23,0.55,0.38,0.0,0.16,0.0,0.25
MIR3682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC026254.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC132938.3,0.92,0.37,0.77,1.94,1.59,3.9,2.69,3.1,2.66
AC015910.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3680-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLR3KP2,0.0,0.0,0.0,0.0,0.82,0.0,0.28,0.0,0.0
MIR548AQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC022655.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC010761.4,0.11,0.22,0.0,0.23,0.26,0.15,0.22,0.08,0.09
AP000915.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC107982.3,0.0,0.11,0.41,0.22,0.33,0.57,0.45,0.27,0.33
DTX2P1-UPK3BP1-PMS2P11,8.26,9.99,8.96,8.04,7.94,5.49,7.06,7.99,6.68
KRT18P55,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0
MIR4443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC091691.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01915,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.01
RN7SL518P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP001021.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005358.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP001178.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF115,5.82,6.31,7.01,9.66,9.6,9.8,11.41,10.72,10.22
AC005304.2,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
AC100778.3,0.0,0.0,0.28,0.13,0.0,0.13,0.0,0.0,0.15
MIR3156-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1269B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4435-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4436A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC020558.2,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
LINC01892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC015922.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR548V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR5697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR5690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCGR1CP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC114689.3,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL475P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3180-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3F3BP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC015845.2,0.0,0.0,0.12,0.24,0.0,0.17,0.08,0.25,0.1
AA06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP005403.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC217774.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC104961.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP005271.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01984,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0
MIR3918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL652P,0.22,0.71,0.46,0.64,0.56,0.94,2.01,0.34,1.26
MIR1268B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIGPP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL605P,0.49,0.0,1.26,0.7,0.0,0.35,1.03,0.19,0.6
AC138761.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDR45BP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC023301.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR5708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP000275.2,0.0,0.27,0.0,0.41,0.39,0.0,0.6,1.49,0.0
NPM1P45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR5707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011193.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR548AG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC002094.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC104564.5,2.79,2.53,4.83,0.84,1.09,0.66,1.2,1.18,0.87
AC139085.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUD1P8,0.44,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0
BNIP3P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC090415.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC119868.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC087399.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUFMP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL279P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR548AK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC106037.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005544.2,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RARA-AS1,0.65,0.64,0.43,0.34,0.31,0.5,0.44,0.28,0.17
MIR548AJ1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC016382.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP000894.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL708P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC129510.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL17,1118.71,1092.58,969.49,792.48,803.01,691.65,701.83,713.03,697.72
MIR4267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYPL1P2,0.07,0.3,0.15,0.1,0.06,0.05,0.0,0.22,0.0
RN7SL378P,0.22,0.0,0.69,0.0,0.37,0.63,0.16,0.0,0.0
MAFG-DT,0.0,0.16,0.0,0.47,0.28,0.66,0.76,0.44,0.92
AC024614.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC074143.1,2.65,2.88,1.45,5.0,5.32,3.73,4.9,5.13,3.58
MIR4460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01970,0.31,0.47,0.67,0.97,0.85,0.51,0.65,0.52,0.27
AC026271.4,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.14
MIR4774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011824.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LARP7P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR548AE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005821.1,0.18,0.0,0.04,0.0,0.0,0.03,0.06,0.01,0.02
SNORD53B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC027216.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC023389.2,0.78,0.66,0.85,0.3,0.13,0.37,0.47,0.36,0.72
AC103808.3,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0
MIR4681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL648P,4.62,5.86,7.48,5.24,4.06,2.34,3.08,4.07,4.12
AP001099.1,0.0,0.0,0.0,0.17,0.15,0.21,0.2,0.23,0.33
SNORA74C-1,0.44,1.4,0.0,0.63,0.0,0.0,0.0,0.0,0.0
MIR4438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL5P,1.72,0.92,1.35,1.05,0.96,2.95,2.3,1.87,1.58
AP006565.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC104984.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL339P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC138207.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL375P,0.0,0.0,0.0,0.81,0.56,0.16,0.16,0.0,0.36
KYNUP2,0.07,0.15,0.0,0.0,0.0,0.03,0.0,0.0,0.0
AC135178.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC090772.3,0.07,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0
AC015878.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC010754.1,0.05,0.15,0.14,0.0,0.04,0.0,0.0,0.0,0.0
RN7SL444P,1.33,1.18,1.14,0.8,0.19,0.47,0.15,0.34,0.0
LINC01900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF488,0.0,0.0,0.0,0.2,0.08,0.06,0.15,0.2,0.14
CXADRP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004147.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3670-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL624P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC018413.1,0.12,0.34,0.55,1.58,1.92,3.18,0.92,2.42,1.96
AC090415.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006441.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP4F35P,0.66,1.07,1.34,1.43,1.25,0.71,0.98,0.93,1.11
NOS2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
MIR4330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNASEH1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC127024.4,0.85,1.13,0.22,0.15,0.36,0.0,0.45,0.0,0.17
MIR3118-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005899.4,1.19,0.0,3.49,9.39,12.13,11.12,7.87,8.31,8.39
AC138207.6,0.0,0.0,0.2,0.21,0.0,0.07,0.13,0.07,0.23
AC090844.3,0.0,0.0,0.0,0.31,0.09,0.14,0.09,0.05,0.16
AC022211.3,1.03,0.94,0.76,0.64,0.37,0.1,1.44,0.45,0.6
AC069366.2,1.21,2.0,1.93,2.32,2.36,1.61,2.72,2.38,1.2
RN7SL49P,1.56,1.91,4.14,0.48,0.75,1.11,2.19,2.07,1.46
MIR4292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEC22B,13.09,12.77,13.55,9.14,9.33,6.83,6.99,6.85,6.68
MIR3907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL300P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL376P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0
MIR1273G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FSBP,1.52,1.31,3.67,1.37,2.6,0.96,2.5,1.0,0.79
EEF1E1-BLOC1S5,0.08,0.0,0.0,0.71,3.7,1.92,0.46,0.36,0.43
MIR3177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR548AG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC130289.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCND3P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC010761.5,0.71,0.25,0.0,0.0,0.0,0.33,0.17,0.18,0.19
MIR548X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC100863.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC024267.4,0.46,0.57,0.23,0.0,0.0,0.0,0.0,0.0,0.0
MIR4276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3689D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL353996.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR5704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC007923.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3689A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3914-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDLIM1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL73P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC060771.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL783P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSCAS,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL311P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL357P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233263.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL96P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP000919.2,0.0,0.0,0.0,0.07,0.28,0.0,0.0,0.07,0.0
AC024267.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC037487.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
AC015818.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL543P,0.0,0.0,0.0,0.32,0.19,0.0,0.0,0.0,0.0
MIR4280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR5692C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC125421.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR5195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00668,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
ARL2BPP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC032019.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC091042.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2CP2,0.0,0.0,0.33,0.62,0.81,0.61,0.38,0.83,0.26
RN7SL577P,0.87,1.16,2.02,0.63,0.0,0.15,0.15,1.01,0.36
AC090912.1,0.09,0.0,0.0,0.34,0.16,0.33,0.07,0.15,0.23
LINC01387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC090312.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC015878.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GACAT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC217774.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC100830.3,1.66,2.08,0.9,0.84,0.9,0.48,0.82,1.13,1.03
AC005828.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXNIP,415.22,414.12,845.53,91.71,93.0,59.07,58.81,62.13,58.98
AP006587.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC002091.1,1.16,2.48,1.2,1.47,1.3,1.16,0.47,0.6,1.18
MIR4725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC074237.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR544B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC103810.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC022809.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011933.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESRG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR5694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC090365.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC069114.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC091059.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC109315.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC087393.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GATA6-AS1,0.12,0.06,0.15,0.0,0.0,0.0,0.0,0.0,0.0
MIR4764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC103808.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR548Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4477B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRGAP2,14.08,15.72,10.46,22.15,24.48,20.92,20.74,21.55,20.66
AC016888.1,0.0,0.1,0.0,0.07,0.16,0.0,0.07,0.0,0.0
MIR4659A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4509-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC015818.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC091178.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP001011.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233702.6,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.09,0.35
MIR4500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFV2-AS1,10.89,15.5,10.63,1.88,1.75,0.97,1.72,1.16,1.54
RN7SL140P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4771-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP005202.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLRMTP1,0.05,0.0,0.01,0.08,0.06,0.01,0.0,0.0,0.01
MIR3617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR5693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAHCC1,0.39,0.21,0.13,0.06,0.02,0.02,0.01,0.1,0.23
RN7SL574P,0.22,0.0,0.46,0.16,0.19,0.0,0.0,0.0,0.18
AC004805.1,0.28,0.0,0.73,0.05,0.0,0.0,0.0,0.0,0.0
MIR4432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA59B,5.3,3.74,7.28,8.36,3.28,8.73,6.11,7.82,5.05
AC015813.2,7.29,7.01,7.75,22.63,23.37,22.25,22.27,24.0,24.29
AC004585.1,1.6,2.28,1.59,12.45,13.33,11.94,14.54,13.6,12.55
RASSF5,74.2,74.8,70.61,98.1,98.79,96.86,99.76,100.82,99.18
MIR5192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR5700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC007431.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004408.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP006219.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009831.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC103809.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC068025.2,0.83,1.63,0.43,0.4,0.12,0.2,0.1,0.0,0.34
AC015908.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXO36P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC104984.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR5587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005730.3,0.17,0.35,0.86,0.48,0.42,0.35,0.58,0.0,0.14
ZNF415P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
RN7SL366P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRP68P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4435-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHOT1P1,2.12,5.66,5.69,5.39,5.69,5.85,5.54,5.88,5.49
MIR5190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR5583-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP001094.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
