gene_name,TC_M_43_1,TC_M_43_2,TC_F_21_1,ATC_M_43_2,ATC_M_43_1,ATC_F_21_3,ATC_F_21_4,ATC_F_21_1,ATC_F_21_2
PTGR2,0.53,0.54,0.58,2.78,2.83,1.23,1.77,2.3,1.7
JDP2,0.13,0.25,0.18,2.93,2.41,1.84,2.64,2.22,2.78
AK7,0.03,0.0,0.09,0.35,0.2,0.31,0.36,0.22,0.53
FAM181A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC24A4,0.02,0.06,0.06,0.01,0.02,0.0,0.0,0.0,0.0
FBLN5,1.98,2.41,1.69,1.28,1.61,1.74,2.31,2.75,2.41
SERPINA10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLBA1,0.88,0.81,0.48,0.4,0.27,0.38,0.33,0.47,0.46
WARS,15.49,13.68,14.3,796.52,789.92,620.02,642.2,652.97,647.86
SLC25A47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
WDR20,18.27,16.7,17.62,10.3,11.33,11.58,12.46,12.85,11.13
NIPA2,14.65,14.88,14.53,25.52,25.22,25.72,27.41,27.29,26.69
SLC12A6,26.55,31.85,41.27,13.51,13.81,9.8,10.4,13.5,11.76
DUOXA1,0.65,0.39,0.16,0.2,0.87,0.24,0.27,0.25,0.41
MFAP1,3.32,4.13,4.23,14.74,13.63,14.78,14.35,15.97,13.38
TCF12,33.71,40.44,33.5,40.17,47.03,43.85,44.84,46.13,44.43
SORD,0.77,1.13,1.81,4.3,4.18,7.22,7.34,7.71,7.55
SERF2,180.56,179.26,158.77,224.63,227.42,180.94,185.03,189.23,171.18
ZSCAN29,7.43,7.13,8.29,18.13,14.3,16.68,18.65,17.54,16.47
DUOXA2,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04
DUOX2,0.12,0.01,0.0,0.06,0.03,0.07,0.13,0.04,0.05
LYSMD2,7.69,7.58,6.65,9.85,9.39,9.1,9.62,10.52,8.95
SLC27A2,0.17,0.24,0.44,14.47,13.61,12.04,11.48,12.09,11.65
FGF7,0.01,0.02,0.01,0.0,0.0,0.01,0.0,0.0,0.01
HDC,2.23,1.82,1.73,0.49,0.94,0.32,0.69,0.16,0.54
GCNT3,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
BNIP2,38.65,37.7,38.53,28.14,27.93,27.09,28.41,24.67,24.74
GTF2A2,20.51,18.92,22.57,50.81,49.19,51.18,54.73,61.76,52.18
SRP14,53.53,49.41,46.58,50.74,50.19,42.51,42.65,44.87,41.87
BAHD1,14.49,14.31,12.43,9.46,10.62,8.91,8.66,9.25,10.47
DISP2,0.42,0.02,0.09,0.08,0.12,0.22,0.14,0.22,0.26
CDAN1,11.62,14.08,11.28,7.88,10.41,10.64,10.84,10.39,9.09
TLE3,52.04,54.59,39.64,48.57,42.01,31.57,35.2,37.6,31.18
ANP32A,35.28,39.97,41.44,86.24,84.81,86.4,85.0,89.37,87.01
COMMD4,11.04,10.72,10.52,21.86,24.64,29.68,25.44,26.79,30.34
UBE2Q2,13.79,12.84,11.42,8.94,6.83,6.33,6.7,6.17,6.74
PSTPIP1,68.73,77.34,43.93,65.49,60.62,52.36,58.72,59.01,57.58
ETFA,15.2,14.84,20.95,61.66,66.18,64.1,65.83,66.09,65.31
BCL2A1,9.29,11.13,10.46,29.03,33.33,19.43,16.47,17.04,17.27
HMG20A,13.56,14.69,16.77,18.61,17.43,16.77,18.57,17.91,16.43
SCAPER,20.05,20.39,23.74,13.36,13.8,13.01,14.43,13.03,14.26
TSPAN3,10.19,5.44,8.59,15.71,17.12,15.64,12.65,13.89,13.64
WDR61,9.54,10.97,10.25,13.51,13.28,14.54,12.91,14.3,12.76
NCOA2,19.14,23.91,20.98,22.01,20.11,14.71,14.48,15.98,13.65
NEIL1,12.42,15.01,10.95,4.77,4.78,2.62,2.42,2.92,3.11
MAN2C1,143.48,152.97,189.14,51.71,51.58,44.54,44.14,46.03,49.9
DNAJA4,16.44,21.62,17.4,15.73,13.4,11.69,12.79,14.05,12.49
TLNRD1,6.7,6.68,4.36,7.44,7.11,5.27,4.72,5.17,5.38
TPM1,4.77,5.17,6.65,4.11,6.06,5.0,4.01,5.19,4.79
IGF1R,13.19,17.3,31.73,11.08,11.24,13.8,16.69,15.55,18.26
ARRDC4,0.89,0.72,0.81,0.76,0.51,0.45,0.62,0.6,0.44
PIF1,1.16,1.78,0.42,14.39,12.35,15.08,16.51,17.89,14.13
USP3,90.02,96.94,105.95,28.72,32.62,30.36,32.46,32.3,34.24
CYP11A1,0.0,0.0,0.0,0.09,0.22,0.3,0.11,0.0,0.19
BBS4,6.6,6.93,6.65,8.22,7.66,7.7,11.34,10.13,9.7
PML,18.57,18.46,18.66,30.94,30.48,27.54,29.52,30.25,30.52
CYP1A1,0.0,0.06,0.0,1.45,1.53,2.6,2.25,3.05,2.78
ADAMTS17,4.43,7.65,4.62,1.04,0.63,0.99,1.09,0.76,2.26
LINS1,22.34,18.39,35.2,17.98,18.53,17.89,21.31,20.41,24.07
ULK3,23.92,26.09,21.33,20.93,19.47,22.01,22.4,24.34,26.71
GOLGA6D,0.0,0.0,0.06,0.03,0.17,0.15,0.23,0.13,0.0
PCSK6,0.14,0.07,0.55,0.22,0.47,0.49,0.97,0.58,0.69
CCDC33,0.0,0.0,0.0,0.02,0.12,0.0,0.0,0.01,0.0
CELF6,1.29,2.39,0.7,0.25,0.14,0.21,0.27,0.33,0.07
SCAMP2,37.23,42.51,30.68,33.25,30.96,23.88,27.65,28.68,25.55
CYP1A2,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.01,0.03
LMAN1L,0.39,0.18,0.62,0.31,0.52,0.44,0.22,0.6,0.21
HAPLN3,37.56,36.96,46.34,49.14,47.25,31.69,34.32,36.57,33.05
RHCG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLG,63.77,72.12,54.43,32.0,29.4,32.8,29.77,31.86,36.59
RLBP1,0.0,0.0,0.0,0.23,0.19,0.04,0.02,0.1,0.0
FANCI,4.89,4.22,4.61,77.53,82.43,74.47,81.13,84.76,84.28
ABHD2,22.63,22.52,21.77,15.89,15.85,19.23,18.34,16.27,18.98
WDR93,0.0,0.15,0.0,0.08,0.08,0.04,0.0,0.04,0.04
TICRR,0.07,0.06,0.1,8.01,8.25,9.68,9.72,9.55,9.77
NTRK3,0.0,0.0,0.0,1.83,2.38,3.87,3.71,2.78,3.67
DET1,1.53,1.76,2.55,1.49,0.92,1.21,0.85,0.95,0.88
MFGE8,27.66,32.33,32.96,11.96,11.34,9.4,9.02,11.26,6.73
ZNF710,5.88,9.05,4.72,11.47,13.6,13.98,13.45,12.9,13.59
UNC45A,16.87,18.85,15.74,28.47,29.59,29.91,31.97,29.44,29.7
ST8SIA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCTP2,11.55,13.43,9.48,51.61,52.1,21.04,20.75,21.7,25.26
FURIN,30.44,26.34,21.11,311.63,304.56,249.98,251.54,267.46,255.41
IQGAP1,64.75,67.7,50.39,79.37,81.99,68.37,73.57,71.61,66.91
CRTC3,35.47,40.93,47.45,33.37,31.74,29.8,30.46,31.25,28.17
EFL1,5.92,7.08,8.12,11.62,11.23,9.95,11.12,9.66,8.75
SH3GL3,0.0,0.0,0.0,0.08,0.29,0.0,0.0,0.0,0.0
SEC11A,22.5,22.42,23.4,57.72,57.78,51.28,49.74,54.82,51.65
SEPT12,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
GLYR1,34.95,42.58,41.49,23.71,25.64,25.88,26.46,26.16,24.24
PMM2,13.16,14.5,15.87,14.57,14.4,13.98,13.66,14.18,15.53
SLC5A2,1.02,1.13,1.59,0.06,0.2,0.01,0.03,0.0,0.13
ITGAX,0.98,1.1,1.73,63.21,63.7,33.64,33.0,33.59,33.69
TGFB1I1,0.06,0.24,0.16,1.9,1.25,0.41,0.53,0.91,0.32
C16orf58,29.95,32.72,26.12,24.8,24.68,21.12,19.46,23.28,21.21
ARMC5,6.82,7.1,3.71,4.82,4.56,4.92,5.06,4.06,5.57
PARN,20.18,16.12,16.54,24.21,25.69,25.85,28.69,29.3,29.8
FTO,28.47,29.59,20.18,19.01,22.9,21.03,21.42,21.22,19.68
UQCRC2,75.47,86.21,72.39,119.82,117.94,137.34,128.47,130.38,131.18
CDR2,27.54,30.73,28.99,21.61,20.05,24.95,23.81,26.56,22.91
IGSF6,0.02,0.07,0.24,0.12,0.14,0.09,0.11,0.13,0.01
ARHGAP17,29.06,33.51,31.03,30.62,24.14,27.03,27.82,29.9,27.23
MYLK3,0.12,0.01,0.2,0.35,0.34,0.25,0.7,0.38,0.31
ABCC12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKD1,2.49,2.34,2.47,1.03,0.42,0.89,0.4,0.66,0.53
DHX38,42.17,46.3,38.96,32.37,33.58,32.24,34.41,36.09,34.01
TXNL4B,5.7,4.69,7.2,12.66,12.85,14.49,14.31,17.9,16.34
MARVELD3,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.03
CHST4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZFHX3,0.67,0.31,0.5,0.15,0.18,0.33,0.42,0.31,0.36
CLEC18B,1.46,2.68,1.34,1.04,2.02,1.95,0.89,1.3,1.26
CPNE2,3.29,3.32,2.45,6.52,6.88,3.63,3.92,3.82,2.78
NLRC5,257.29,293.66,283.92,103.17,103.03,98.55,106.39,110.54,100.58
KATNB1,10.02,9.87,9.69,10.01,11.32,14.4,13.04,11.73,12.65
KIFC3,1.32,1.75,0.31,0.56,0.86,0.13,0.62,0.14,0.04
ADAMTS18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUDT7,0.99,1.17,1.08,2.8,3.63,3.57,3.4,3.14,3.78
GCSH,1.09,1.18,1.71,5.35,3.66,6.86,5.24,5.14,4.49
CMTM3,32.48,32.23,25.35,35.61,36.4,37.21,37.71,40.91,41.76
CMTM2,0.11,0.11,0.1,0.5,0.4,0.35,0.13,0.18,0.37
CDH11,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
NOL3,2.9,3.18,0.85,13.23,13.7,10.15,8.99,10.45,10.23
MAP1LC3B,38.91,38.79,23.7,63.11,65.49,51.7,48.47,54.44,50.59
MBTPS1,53.58,60.77,53.62,15.81,19.25,16.17,17.47,20.03,21.33
CDH13,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0
ZCCHC14,8.08,10.16,9.6,6.07,4.5,5.2,5.68,5.88,5.72
TLDC1,2.37,2.65,2.97,6.72,4.94,10.33,11.61,10.34,10.28
ADAD2,0.2,0.1,0.11,0.12,0.28,0.16,0.18,0.07,0.43
OSGIN1,0.79,1.19,0.8,0.29,0.55,0.29,1.01,0.52,0.81
IRF8,3.19,4.43,6.17,20.21,21.6,18.83,21.82,20.03,20.92
RHOT2,85.32,92.36,72.49,47.41,47.01,45.59,47.87,42.72,50.47
RPL3L,0.0,0.0,0.0,0.22,0.23,0.4,0.16,0.15,0.3
ZSCAN32,4.5,5.2,4.63,7.71,8.66,8.73,8.54,7.64,8.79
RPS2,1436.03,1415.73,1281.39,2399.64,2372.01,2482.59,2490.38,2518.75,2413.65
NDUFB10,19.19,19.84,19.88,29.94,32.03,38.97,40.92,39.32,35.96
PDPK1,23.44,28.37,19.91,23.24,24.61,20.26,22.04,21.17,19.63
TIGD7,1.66,2.08,1.75,4.45,2.89,3.94,4.16,4.57,4.23
DEF8,13.37,14.43,10.55,9.7,9.58,11.43,9.89,12.31,12.4
TCF25,155.35,168.53,159.63,84.06,73.64,65.35,69.3,68.57,68.81
GALNS,24.57,22.21,19.0,13.7,11.98,9.78,10.88,11.86,14.1
GAS8,3.88,2.7,2.29,1.81,1.95,2.65,2.57,2.02,2.57
MED9,8.71,8.19,8.1,6.49,6.26,5.39,6.45,5.33,5.95
NCOR1,68.13,73.57,69.26,56.31,58.21,49.1,48.83,53.07,54.14
CDRT15P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COPS3,29.44,33.13,28.71,33.58,33.92,31.96,37.03,35.61,29.8
GID4,3.23,3.4,3.27,4.75,4.54,4.46,4.03,4.43,5.06
ZNF287,4.87,6.12,4.44,3.97,5.04,3.44,3.04,3.69,2.39
MYOCD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSR1,12.87,15.35,10.87,82.47,84.48,108.07,123.04,124.92,127.22
UTP4,16.97,16.22,16.61,35.28,39.71,43.54,46.7,45.78,49.53
RANBP10,11.68,12.55,9.62,7.38,8.24,9.08,10.33,9.82,10.13
CTRL,4.68,6.11,4.64,2.16,2.69,2.02,1.75,1.9,2.28
DPEP3,0.3,0.44,0.19,0.07,0.12,0.1,0.05,0.12,0.08
GFOD2,4.74,4.75,3.38,5.02,4.12,4.31,4.71,5.2,4.38
NOB1,14.75,12.72,16.3,58.38,56.91,64.99,63.18,66.4,63.79
PRPSAP2,13.59,11.75,19.82,27.7,23.59,26.51,26.88,29.55,26.72
UNC45B,0.3,0.18,0.2,0.02,0.05,0.07,0.03,0.03,0.01
PCTP,1.49,1.37,1.11,4.8,5.28,5.59,3.82,4.92,5.41
OR4D1,0.84,0.93,0.76,0.15,0.08,0.18,0.14,0.17,0.15
TOM1L1,0.19,0.2,0.0,0.43,0.89,0.03,0.31,0.15,0.15
KIF2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C17orf80,2.34,2.09,2.72,7.08,7.4,7.36,7.29,8.42,7.86
TOB1,113.1,119.77,123.93,29.75,31.43,22.51,23.86,25.12,24.53
VPS53,38.34,37.77,28.23,24.65,18.73,17.01,15.56,19.57,17.51
SPATA22,0.26,0.56,0.12,0.16,0.34,0.04,0.06,0.03,0.03
SGSM2,65.27,72.44,49.68,24.82,28.38,18.2,16.96,17.69,17.95
NPEPPS,34.76,41.8,39.82,67.81,68.48,63.15,67.87,76.1,66.12
SKAP1,59.75,59.92,56.83,41.71,37.53,44.75,44.86,46.2,43.62
LRRC46,0.47,0.45,0.25,0.36,0.19,0.33,0.19,0.28,0.28
SCRN2,11.32,11.59,13.78,7.62,9.14,7.08,6.72,7.4,7.95
SSH2,33.51,35.49,46.09,17.89,16.63,19.29,19.47,20.84,21.31
RHBDL3,0.0,0.0,0.04,0.09,0.02,0.01,0.05,0.02,0.01
SPACA3,0.0,0.0,0.0,0.1,0.14,0.0,0.0,0.38,0.0
ARSG,9.75,9.81,7.1,10.63,11.01,8.87,10.08,9.71,9.4
ABCA8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G6PC3,4.6,4.05,4.24,7.95,7.68,9.15,8.2,9.29,7.08
CLTC,32.08,31.29,28.07,62.37,61.8,57.22,61.84,62.66,61.59
C17orf64,0.0,0.0,0.0,0.2,0.09,0.17,0.28,0.11,0.34
BCAS3,18.78,24.8,15.22,12.11,10.04,13.34,13.91,13.81,11.47
PTRH2,2.93,2.32,2.81,9.59,10.42,10.22,12.21,9.62,9.47
SS18,22.99,25.17,23.28,25.88,21.05,19.81,24.37,22.85,26.75
TAF4B,3.87,4.25,6.84,12.62,11.44,12.37,13.48,13.26,12.6
AFG3L2,15.05,16.06,14.63,19.72,21.67,23.71,23.61,23.32,25.12
PRELID3A,0.34,0.06,0.41,1.31,0.67,1.79,1.84,1.67,2.07
IMPA2,1.68,1.34,1.52,8.31,7.0,10.83,8.42,10.3,8.31
GNAL,0.37,0.32,0.07,0.69,0.4,0.24,0.23,0.12,0.07
SLC39A6,6.34,6.61,5.72,10.98,11.23,9.9,11.43,9.54,10.53
RPRD1A,10.03,9.55,14.69,13.43,14.23,12.96,12.73,14.11,13.82
C18orf21,9.77,10.35,10.19,14.85,16.0,15.41,15.69,14.59,15.38
GALNT1,12.55,12.75,12.0,18.84,19.65,16.76,18.98,15.85,17.5
ASXL3,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.05
ADCYAP1,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0
MEP1B,0.0,0.0,0.04,0.0,0.0,0.0,0.03,0.03,0.0
SLC25A52,0.14,0.05,0.0,0.02,0.0,0.0,0.0,0.03,0.12
GAREM1,0.03,0.13,0.13,0.17,0.11,0.05,0.08,0.06,0.03
ESCO1,11.51,13.33,13.01,9.95,9.17,9.6,9.84,10.33,10.65
OSBPL1A,2.16,1.71,1.3,1.03,0.23,0.6,0.63,1.26,0.62
GATA6,0.37,0.41,0.05,0.17,0.1,0.14,0.18,0.17,0.11
GREB1L,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0
RMC1,20.33,21.89,20.37,22.58,20.7,22.86,19.46,22.54,18.83
PELP1,21.53,21.46,23.11,48.77,43.91,45.19,39.02,47.58,45.63
NPC1,20.24,20.54,14.27,13.99,13.58,13.2,12.21,14.5,13.29
SLC14A1,13.98,13.19,3.63,2.58,2.15,1.98,2.59,2.91,2.2
ARRB2,103.5,105.99,112.38,111.33,108.49,88.97,89.87,94.22,91.63
SLC13A5,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.02
ZMYND15,0.64,0.59,0.38,0.09,0.23,0.06,0.07,0.06,0.06
WRAP53,3.6,3.43,3.75,8.22,9.24,10.78,11.1,11.52,11.09
MINK1,64.21,71.34,62.17,32.14,36.51,30.03,34.4,37.49,35.43
SAT2,23.66,25.41,21.25,20.54,23.11,16.86,20.35,17.09,14.95
ASGR1,0.11,0.54,0.24,0.89,0.9,0.45,0.62,0.52,0.3
PIK3R5,76.48,90.04,73.88,19.6,19.58,19.52,17.9,19.43,19.29
TP53,25.32,27.91,26.19,78.83,82.3,81.16,78.83,78.59,77.62
CCDC40,0.45,0.94,0.49,0.54,0.29,0.13,0.22,0.19,0.5
ARHGDIA,248.24,247.56,188.9,177.05,164.7,155.57,153.6,157.15,162.01
TMC6,316.96,342.23,338.37,59.0,61.6,52.84,53.55,60.28,53.53
SLC16A3,19.57,20.29,17.37,32.18,34.87,18.16,17.82,18.85,18.18
CARD14,0.0,0.0,0.0,0.17,0.0,0.14,0.03,0.19,0.07
TTYH2,5.47,6.87,4.01,2.31,3.94,2.74,2.98,2.7,3.07
RAB40B,2.3,1.87,2.02,1.08,1.63,1.81,1.3,1.65,1.31
EIF4A3,40.98,45.14,29.14,39.64,36.76,40.72,43.35,42.03,43.03
CSNK1D,100.94,117.12,103.1,73.41,78.61,65.6,69.27,73.65,69.71
ANAPC11,18.4,16.94,15.02,33.89,39.56,39.99,44.1,40.31,39.59
TBCD,61.03,66.34,37.7,57.82,58.78,39.97,46.69,43.77,43.7
FN3KRP,12.54,12.54,11.77,17.09,18.75,20.49,19.89,21.85,20.32
NARF,35.19,39.6,34.24,52.03,51.11,35.94,37.63,36.59,39.16
RPTOR,28.45,28.7,29.34,26.76,27.45,20.77,21.15,26.43,19.54
FOXK2,16.08,19.65,19.59,26.35,26.66,22.92,24.95,27.01,25.94
TRIM65,10.04,12.55,8.81,10.35,11.63,11.82,12.76,13.61,12.89
CBX8,0.77,0.82,0.89,2.6,2.66,2.47,3.01,2.83,3.11
SECTM1,2.34,2.17,0.53,5.45,5.71,1.13,1.37,1.34,1.18
RNF157,15.65,22.29,26.57,39.69,40.25,38.19,41.74,43.69,42.13
CEP131,3.24,3.88,3.97,3.48,3.61,3.87,4.76,4.25,4.89
ZNF750,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDR45B,30.07,27.73,32.57,22.57,22.34,20.06,21.25,20.95,20.78
CBX4,56.05,56.61,55.02,16.55,17.59,17.75,19.05,20.86,18.99
RNF165,0.27,0.4,0.31,0.4,0.45,0.21,0.14,0.18,0.18
DYM,27.33,28.24,30.66,32.35,32.62,31.68,38.11,33.74,35.56
MAPK4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELAC1,2.59,2.21,2.36,3.81,3.32,2.33,3.91,3.5,4.07
MBD1,41.59,42.11,41.56,40.98,42.2,38.98,36.83,42.62,40.15
SMAD4,34.82,34.7,41.15,41.88,39.54,32.18,35.27,41.16,37.79
TNFRSF11A,0.24,0.53,0.46,5.9,7.64,2.72,2.23,3.29,3.09
ZCCHC2,27.76,37.73,29.83,18.42,20.1,14.8,16.11,17.59,15.96
FBXO15,0.69,0.98,0.87,0.45,0.4,0.92,0.86,0.78,0.47
CBLN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMAIP1,34.79,34.97,24.53,66.74,65.89,39.05,40.15,43.98,38.05
P3H4,1.41,1.24,1.28,1.65,1.26,2.1,1.41,2.19,1.44
NT5C3B,8.91,10.89,11.59,15.06,16.6,17.52,20.61,18.35,19.64
RETREG3,25.74,31.04,31.72,18.4,17.23,21.41,17.27,18.95,18.12
ERBB2,2.44,1.99,1.64,3.55,4.25,4.6,5.05,4.76,4.64
GRB7,0.09,0.0,0.02,1.51,0.53,2.86,2.49,2.46,3.08
MIEN1,13.17,13.2,13.43,17.01,13.14,15.14,16.71,18.33,15.28
PNMT,0.31,0.2,0.0,0.29,0.0,0.19,0.17,0.53,0.22
ARL5C,0.35,0.11,0.36,0.07,0.1,0.01,0.05,0.23,0.06
STAC2,0.07,0.0,0.06,0.03,0.03,0.0,0.0,0.02,0.02
IGFBP4,1.98,2.07,1.6,20.35,19.99,25.2,24.3,25.56,23.23
FKBP10,0.25,0.21,0.09,1.38,1.76,1.76,1.33,1.3,1.07
TXNL4A,24.77,26.26,26.46,40.14,39.24,38.98,43.52,47.21,44.1
CACNA1A,0.04,0.25,0.13,0.16,0.35,0.4,0.14,0.1,0.15
MISP3,0.72,0.38,0.11,2.5,2.49,2.23,1.93,3.19,2.48
SAMD1,17.54,16.69,20.6,17.97,20.91,32.37,32.07,34.11,35.34
BRD4,47.11,49.46,46.94,69.65,61.89,69.64,77.66,78.22,79.08
SLC39A3,6.61,5.68,6.39,12.39,11.49,13.51,15.48,14.08,15.36
NFIC,11.1,12.49,10.83,10.72,11.57,8.22,8.25,8.0,8.28
TPGS1,8.78,9.75,8.87,5.24,4.53,4.71,4.94,4.9,4.53
PLPP2,0.2,0.3,0.09,0.91,1.06,0.5,1.12,0.62,0.57
ZIM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRDM15,8.2,8.87,7.19,6.29,6.97,5.43,5.02,5.18,5.45
PFKL,48.07,53.67,53.45,46.96,47.22,44.29,43.13,47.53,47.02
FEM1A,4.33,4.71,3.89,4.25,4.25,4.76,4.9,5.15,4.84
VAV1,46.16,48.97,45.38,49.16,46.46,43.87,46.3,43.93,48.26
MVB12A,8.49,9.01,9.06,16.57,14.56,14.38,13.5,15.36,16.04
CIB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008764.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
SH3GL1,18.12,17.49,15.49,17.54,18.35,17.12,16.89,19.91,18.17
DUS3L,54.87,55.46,61.2,17.59,17.5,22.57,23.23,21.8,21.89
DPP9,36.19,40.89,28.69,26.35,26.01,25.04,24.47,26.18,24.38
DMRTC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC97,16.15,17.17,15.53,12.46,12.36,14.83,13.9,16.41,15.75
TMEM91,4.38,4.24,5.87,5.32,5.17,5.79,5.33,4.08,4.16
ZFP14,1.85,2.46,4.36,1.16,1.14,1.39,1.0,1.47,1.0
SIRT3,9.24,9.42,10.21,15.77,17.62,15.36,16.25,17.54,16.73
IFITM3,13.07,15.24,7.02,32.72,27.43,11.47,10.14,10.05,9.5
PGGHG,153.95,172.08,326.78,69.7,70.75,109.19,113.43,117.75,112.29
HUNK,0.12,0.47,0.01,0.15,0.03,0.0,0.0,0.0,0.0
COL6A1,4.03,3.83,1.69,1.19,0.72,0.67,0.71,0.88,0.82
OR1E3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNAR1,8.96,9.46,12.04,12.19,12.43,11.49,12.11,11.87,13.8
SOD1,60.97,61.2,60.82,49.08,44.16,41.78,44.06,42.69,41.46
COL6A2,22.83,26.04,16.97,4.89,4.71,4.4,4.5,4.58,5.31
SIK1,160.11,163.87,161.79,2.9,5.13,3.13,2.14,3.66,2.37
DNMT3L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRPM2,1.6,1.55,1.6,1.02,0.91,1.42,1.35,1.08,1.55
SCYL1,24.69,28.9,26.51,33.63,32.71,33.88,34.73,36.95,35.39
TMEM50B,15.35,20.18,34.52,7.82,9.05,10.02,11.33,12.2,10.64
APP,16.1,15.99,14.96,16.06,17.51,18.63,18.73,19.89,17.97
DOP1B,7.58,11.3,7.35,8.04,9.32,7.1,8.36,8.81,8.62
URB1,4.73,5.76,5.99,6.67,6.01,6.91,6.94,7.25,6.98
AKT1,40.27,39.45,27.33,48.61,46.23,38.84,40.79,43.81,44.64
IL19,0.0,0.0,0.05,0.0,0.02,0.03,0.0,0.11,0.0
EMP3,90.46,99.84,71.85,75.08,78.22,64.09,62.46,69.64,63.15
SAE1,18.74,23.53,21.77,100.32,101.7,106.44,105.58,107.12,101.78
NTN5,1.28,1.68,1.4,0.91,1.25,1.28,0.81,1.84,1.02
LMTK3,8.55,8.28,6.99,2.84,3.08,2.63,2.5,3.29,2.29
GEMIN7,4.05,6.17,1.6,12.14,13.23,13.66,11.0,11.95,13.93
CBLC,0.0,0.04,0.0,0.05,0.03,0.0,0.05,0.03,0.0
WTIP,0.24,0.09,0.2,0.13,0.28,0.08,0.29,0.38,0.27
ADAMTS10,26.61,28.45,41.3,3.14,2.31,3.8,4.01,3.91,4.69
SLC6A3,0.01,0.01,0.02,0.04,0.04,0.01,0.01,0.08,0.04
RNPEPL1,50.35,55.25,35.0,33.38,35.64,29.07,30.8,35.62,31.6
CAPN10,32.78,35.91,29.29,18.88,18.03,15.18,15.37,17.27,17.1
MYO1F,99.92,118.82,43.37,23.35,23.69,11.52,9.69,10.02,8.92
ERVK3-1,55.8,58.61,52.37,30.59,31.07,28.13,30.6,32.84,32.14
NLRP12,0.03,0.03,0.01,0.0,0.02,0.01,0.02,0.03,0.0
CACNG8,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.03,0.04
ZNF787,9.85,10.92,8.23,16.55,17.62,18.1,19.09,19.57,19.18
TIMM29,10.78,8.24,8.61,9.01,8.64,8.92,8.43,9.19,9.39
FBN3,0.02,0.0,0.0,0.12,0.01,0.01,0.0,0.02,0.0
CARM1,9.31,9.58,9.6,36.71,35.87,43.55,41.4,43.6,43.6
EVI5L,3.93,4.32,3.83,3.35,3.66,4.33,4.34,4.49,4.31
TM4SF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC47A1,0.06,0.3,0.14,0.64,0.35,0.24,0.27,0.15,0.31
PSMB6,20.75,19.61,22.76,29.67,27.45,25.27,23.43,23.66,24.44
GPR32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIGLEC10,2.51,2.87,0.36,0.62,0.97,0.15,0.16,0.17,0.2
ACP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
ZNF473,4.52,4.47,2.4,5.71,6.02,6.44,8.18,9.13,8.49
FAM71E1,0.17,0.28,0.0,0.33,0.16,0.05,0.13,0.17,0.23
RPS11,1060.48,1104.4,959.31,1175.19,1137.73,1069.84,1115.0,1158.09,1093.85
PTH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
