,Control_78_Day_0_Rep3,Control_78_Day_0_Rep4,Control_78_Day_3_Rep1,Control_78_Day_3_Rep2,FSHD2_19_Day_0_Rep1,FSHD2_19_Day_0_Rep2,FSHD2_19_Day_3_Rep1,FSHD2_19_Day_3_Rep2
ENSG00000276696.1|RF00019,0,0,0,0,0,0,1,0
ENSG00000285253.1|AC090517.4,11,0,4,12,12,11,8,6
ENSG00000274667.1|AC090517.2,7,3,3,6,0,4,4,6
ENSG00000279683.1|AC090517.3,0,0,0,0,0,0,0,0
ENSG00000285331.2|AC090517.5,106,89,93,148,81,54,62,87
ENSG00000225625.4|AC090517.1,0,0,0,0,0,0,0,0
ENSG00000276524.1|AC010999.2,3,0,0,0,0,1,0,0
ENSG00000275343.1|AC010999.1,1,0,0,0,0,0,0,0
ENSG00000140262.17|TCF12,2923,2913,1276,1798,1067,2770,1764,1735
ENSG00000260689.2|HNRNPA3P11,5,4,1,0,5,3,2,0
ENSG00000239035.1|RF01210,0,0,0,0,0,1,0,0
ENSG00000247982.6|LINC00926,19,13,5,11,15,26,14,9
ENSG00000260172.1|LINC01413,0,0,0,0,0,0,0,0
ENSG00000260870.1|NDUFB10P1,0,0,0,0,0,0,0,0
ENSG00000128849.10|CGNL1,22,32,30,51,10,20,6,22
ENSG00000252984.1|RNU6-844P,0,0,0,0,1,0,0,0
ENSG00000261489.1|AC025271.3,0,0,0,0,0,0,0,0
ENSG00000261265.1|AC025271.2,0,0,0,0,0,0,0,0
ENSG00000276772.1|AC025271.4,0,0,0,0,0,0,0,0
ENSG00000240874.1|AC025271.1,0,1,0,1,1,0,0,0
ENSG00000137878.17|GCOM1,7,1,1,0,8,1,26,20
ENSG00000263155.5|MYZAP,4,4,1,3,6,2,37,19
ENSG00000255529.8|POLR2M,989,955,790,1028,277,737,374,660
ENSG00000261219.1|AC090651.1,0,3,0,1,0,0,0,3
ENSG00000128918.14|ALDH1A2,37,44,3,20,1,9,21,8
ENSG00000259477.1|AC012653.1,0,0,0,0,0,0,0,0
ENSG00000274719.1|AC012653.2,0,1,0,0,0,0,0,0
ENSG00000259285.1|AC025431.1,0,0,0,0,0,0,0,0
ENSG00000103569.9|AQP9,1,1,0,0,5,10,3,1
ENSG00000259651.2|MTCO3P23,0,0,0,0,0,0,0,0
ENSG00000259626.2|MTND3P12,0,0,0,0,0,0,0,0
ENSG00000259600.2|AC066616.2,0,0,0,0,0,0,0,0
ENSG00000259379.1|MTND5P32,0,0,0,0,0,0,0,0
ENSG00000259671.1|MTCYBP23,0,0,0,0,0,0,1,0
ENSG00000240934.2|AC066616.1,0,0,0,0,0,0,0,0
ENSG00000166035.10|LIPC,13,10,31,36,6,15,25,41
ENSG00000259293.1|LIPC-AS1,2,0,1,0,1,0,0,1
ENSG00000277229.1|AC084781.1,0,0,0,1,0,0,0,1
ENSG00000277790.1|AC084781.2,0,0,0,0,0,0,0,0
ENSG00000259476.1|AC018904.2,0,0,0,0,0,0,0,0
ENSG00000259250.1|AC018904.1,10,7,17,22,4,0,3,4
ENSG00000137845.14|ADAM10,2393,2508,2790,3831,895,2443,990,2434
ENSG00000270986.1|HMGB1P51,0,2,1,7,5,1,2,2
ENSG00000182625.3|AC091046.1,0,0,0,0,0,0,0,0
ENSG00000282100.1|HSP90AB4P,0,1,1,0,1,1,0,2
ENSG00000199730.1|RN7SKP95,0,0,0,0,1,1,0,0
ENSG00000278513.1|AC091046.2,0,0,0,0,0,0,1,2
ENSG00000259173.2|AC090515.3,1,0,0,0,0,0,0,0
ENSG00000200318.2|RF00012,0,0,0,0,0,0,0,0
ENSG00000245975.2|AC090515.2,6,7,5,30,11,11,21,13
ENSG00000128923.10|MINDY2,255,257,256,374,325,273,242,364
ENSG00000259402.1|AC090515.5,0,0,3,1,1,0,2,1
ENSG00000259353.1|AC090515.4,2,3,2,1,3,4,3,1
ENSG00000259738.1|ZNF444P1,5,0,0,1,1,3,0,2
ENSG00000157450.15|RNF111,394,370,293,421,351,519,230,475
ENSG00000242747.1|AC090515.1,3,2,1,1,1,0,1,0
ENSG00000137776.16|SLTM,625,661,449,704,704,581,629,693
ENSG00000225798.1|AC025918.1,0,0,0,0,0,0,0,2
ENSG00000259393.2|AC025918.2,0,0,0,0,0,0,0,0
ENSG00000241640.2|AC092757.1,0,0,1,0,0,0,0,0
ENSG00000157456.7|CCNB2,1789,2039,268,299,1652,1852,61,48
ENSG00000277144.1|AC092757.3,0,1,2,4,1,0,0,3
ENSG00000259732.1|AC092757.2,2,2,3,3,0,2,0,1
ENSG00000157483.8|MYO1E,709,752,408,618,481,707,417,636
ENSG00000253030.1|MIR2116,0,0,0,0,0,0,0,0
ENSG00000171989.5|LDHAL6B,0,0,0,1,0,0,0,1
ENSG00000200070.1|RNU4-80P,0,0,0,0,1,0,0,0
ENSG00000259771.1|AC092756.1,1,0,1,1,0,1,2,0
ENSG00000199512.1|RNU6-212P,0,0,0,0,0,0,0,0
ENSG00000259735.1|AC092868.2,0,1,0,0,1,1,0,0
ENSG00000157470.11|FAM81A,1,2,4,10,2,1,1,1
ENSG00000259750.1|AC092868.3,0,0,0,0,0,0,0,0
ENSG00000259674.1|AC092868.1,0,0,0,0,0,0,1,0
ENSG00000200252.1|RF00019,0,0,0,0,0,0,0,0
ENSG00000243780.1|AC092754.2,0,0,0,0,0,0,0,0
ENSG00000240238.1|AC092754.1,0,1,0,1,0,0,0,0
ENSG00000201704.1|RNA5SP396,0,0,0,0,0,0,0,0
ENSG00000140297.12|GCNT3,1,0,30,45,14,4,17,11
ENSG00000140307.10|GTF2A2,1171,1124,1062,1492,897,1000,841,978
ENSG00000227161.1|AC092755.1,0,0,0,0,0,0,0,0
ENSG00000140299.11|BNIP2,1493,1489,1160,1743,643,1071,797,1258
ENSG00000259657.1|PIGHP1,1,0,1,3,4,4,0,4
ENSG00000259238.1|AC092755.2,1,1,4,0,4,1,1,0
ENSG00000234797.5|RPS3AP6,8,4,8,4,4,0,7,4
ENSG00000259601.2|AC092079.1,0,0,0,0,0,0,0,0
ENSG00000259573.1|NMNAT1P5,0,0,0,0,0,0,0,0
ENSG00000171956.6|FOXB1,0,0,0,0,0,0,1,0
ENSG00000259558.1|MESTP2,0,0,0,0,0,0,0,0
ENSG00000259223.2|AC009654.1,0,0,0,0,0,0,0,2
ENSG00000182718.16|ANXA2,52778,55382,21268,28470,102391,90353,21797,22750
ENSG00000240163.1|AC087385.1,5,1,1,1,3,0,2,1
ENSG00000242667.1|AC087385.2,1,0,0,1,2,0,2,1
ENSG00000273721.1|AC087385.3,0,0,0,0,0,0,0,0
ENSG00000128915.11|ICE2,526,526,184,267,250,386,179,215
ENSG00000245534.6|RORA-AS1,2,4,0,0,2,1,2,4
ENSG00000069667.15|RORA,285,249,99,158,136,208,101,167
ENSG00000259274.1|AC107241.1,0,0,0,0,0,2,0,2
ENSG00000259513.1|CYCSP38,0,0,0,0,0,0,0,1
ENSG00000273958.1|AC009560.1,0,0,0,0,0,0,0,0
ENSG00000277413.1|RF02271,0,0,0,0,0,0,0,0
ENSG00000259482.1|RORA-AS2,0,0,0,0,0,0,0,0
ENSG00000212625.1|RNA5SP397,0,0,0,0,0,0,0,0
ENSG00000259591.1|AC022898.1,1,0,0,1,0,0,0,0
ENSG00000273792.1|AC022898.2,2,0,1,1,0,0,3,1
ENSG00000259481.1|AC012404.1,0,0,0,0,0,0,0,0
ENSG00000259575.1|AC012404.2,0,0,0,0,0,0,0,0
ENSG00000276473.1|AC107905.1,0,0,0,0,0,0,0,0
ENSG00000259616.2|AC104574.2,2,0,0,0,6,12,1,1
ENSG00000259530.1|AC104574.1,0,0,0,0,0,0,0,0
ENSG00000259675.1|AC018618.1,0,3,0,0,3,1,1,0
ENSG00000271195.1|AC018618.2,0,0,0,0,0,0,0,0
ENSG00000259284.1|LINC02349,0,0,0,0,0,0,0,0
ENSG00000259564.2|AC009554.1,0,0,0,0,2,0,0,0
ENSG00000129003.17|VPS13C,454,449,300,631,302,258,245,461
ENSG00000285863.1|AC009554.2,0,1,0,0,2,3,0,0
ENSG00000259251.2|AC104590.1,2,0,1,4,0,0,2,3
ENSG00000198535.5|C2CD4A,1,2,1,2,1,2,9,3
ENSG00000259466.1|NPM1P47,0,1,0,0,0,0,0,0
ENSG00000205502.3|C2CD4B,0,0,0,0,0,0,1,0
ENSG00000259697.1|AC126323.2,0,2,1,1,2,2,2,1
ENSG00000166104.15|AC126323.1,0,0,0,0,0,0,1,0
ENSG00000259878.1|AC126323.3,0,0,0,0,0,0,0,0
ENSG00000276713.1|RF00017,0,0,0,0,0,0,0,0
ENSG00000260062.3|GOLGA2P11,0,1,0,2,1,0,0,0
ENSG00000260375.1|AC126323.4,0,0,0,0,0,0,0,0
ENSG00000261296.1|AC126323.6,1,1,0,2,0,0,2,1
ENSG00000260957.1|AC126323.5,1,0,0,0,0,0,0,0
ENSG00000277919.1|MIR8067,0,0,0,0,0,0,0,0
ENSG00000275451.1|MIR6085,0,0,0,0,0,0,0,0
ENSG00000259557.2|HMGN1P26,1,0,0,0,1,0,0,0
ENSG00000274340.1|AC032011.1,0,0,0,0,0,1,0,0
ENSG00000171914.16|TLN2,471,470,178,314,265,348,75,180
ENSG00000259458.1|MGC15885,1,1,1,1,0,0,2,3
ENSG00000259756.1|AC100839.1,0,0,0,0,1,1,0,1
ENSG00000211137.1|MIR190A,0,0,0,0,0,0,0,0
ENSG00000259370.2|AC103740.1,3,4,5,5,9,6,4,6
ENSG00000259727.1|AC103740.2,9,5,20,43,3,9,41,53
ENSG00000259394.2|AC079328.1,0,0,0,0,0,0,0,0
ENSG00000140416.20|TPM1,10996,10604,47305,70934,12326,8383,25252,32409
ENSG00000259498.1|TPM1-AS,0,0,6,5,20,1,13,19
ENSG00000259627.1|AC079328.2,0,0,0,0,0,0,0,0
ENSG00000259672.2|AC087612.1,0,0,0,0,0,0,0,0
ENSG00000103642.11|LACTB,207,207,123,185,389,301,233,233
ENSG00000185088.13|RPS27L,3422,3288,3099,4464,2978,2989,3002,2712
ENSG00000166128.12|RAB8B,469,457,283,388,139,310,102,301
ENSG00000138613.13|APH1B,440,486,233,409,294,435,222,292
ENSG00000074410.13|CA12,144,165,12,31,835,818,373,217
ENSG00000259459.5|LINC02568,0,0,0,2,0,0,0,1
ENSG00000259268.1|AC007950.1,0,0,0,0,0,0,0,1
ENSG00000276651.1|AC007950.2,0,1,0,3,3,0,0,1
ENSG00000140455.16|USP3,530,483,335,512,329,527,261,395
ENSG00000259248.6|USP3-AS1,4,1,10,12,2,4,5,12
ENSG00000197361.7|FBXL22,7,9,18,44,4,8,175,116
ENSG00000103657.13|HERC1,330,402,400,583,390,322,225,455
ENSG00000259589.2|AC073167.1,0,2,0,0,0,0,0,0
ENSG00000199156.1|MIR422A,0,0,0,0,0,0,0,0
ENSG00000275785.1|AC015914.2,0,0,0,0,0,0,0,0
ENSG00000035664.11|DAPK2,53,45,13,34,37,19,53,32
ENSG00000259351.1|AC015914.1,0,0,0,0,0,0,0,0
ENSG00000166797.10|CIAO2A,650,682,385,558,472,597,410,388
ENSG00000028528.14|SNX1,1379,1340,781,1130,1090,1231,664,715
ENSG00000201071.1|RF00019,0,0,0,0,0,0,0,0
ENSG00000157734.13|SNX22,22,31,10,26,51,41,53,9
ENSG00000166794.4|PPIB,8871,9458,3125,4501,10756,11231,5975,6320
ENSG00000169118.17|CSNK1G1,377,372,321,495,265,337,294,369
ENSG00000259316.11|AC087632.1,171,204,69,62,132,188,4,19
ENSG00000252774.1|RF00554,0,0,0,0,0,0,0,0
ENSG00000166803.12|PCLAF,1607,1319,409,488,1137,1551,56,56
ENSG00000103671.9|TRIP4,348,372,209,321,232,292,203,294
ENSG00000206781.1|RF00019,1,0,0,0,0,1,0,0
ENSG00000180357.9|ZNF609,98,105,75,118,158,73,61,83
ENSG00000259682.1|AC091231.1,0,1,2,1,0,1,0,0
ENSG00000248415.1|GAPDHP61,1,5,2,5,4,2,2,3
ENSG00000243403.1|AC090543.2,6,2,5,5,4,0,1,2
ENSG00000239465.1|AC090543.1,0,0,1,1,0,0,0,0
ENSG00000207223.1|RF00019,0,0,0,0,0,0,0,0
ENSG00000207162.1|RNU6-549P,0,0,0,0,0,0,0,0
ENSG00000180304.14|OAZ2,2559,2752,3155,4103,1566,2799,2137,2380
ENSG00000265967.1|AC100830.3,0,1,0,1,0,0,0,0
ENSG00000264937.1|AC100830.2,0,0,0,0,1,0,0,1
ENSG00000259635.1|AC100830.1,5,2,1,2,6,4,4,2
ENSG00000166831.8|RBPMS2,1,6,3,4,16,16,2,14
ENSG00000221033.1|MIR1272,0,0,0,0,0,0,0,0
ENSG00000140451.12|PIF1,118,175,56,111,257,180,50,73
ENSG00000241839.9|PLEKHO2,812,925,461,578,600,1320,519,583
ENSG00000249240.2|AC069368.1,0,4,0,0,3,6,3,7
ENSG00000166839.16|ANKDD1A,66,76,47,60,63,88,40,45
ENSG00000275332.1|AC103691.2,0,0,0,0,0,0,0,0
ENSG00000274383.1|AC103691.1,0,0,0,3,3,0,2,2
ENSG00000090487.10|SPG21,793,844,683,1189,1028,1324,1641,1525
ENSG00000103707.9|MTFMT,273,299,188,206,203,220,162,188
ENSG00000270218.1|AC013553.2,1,1,1,5,1,0,1,0
ENSG00000186198.3|SLC51B,1,0,0,0,1,1,34,8
ENSG00000277351.1|AC013553.3,0,0,0,0,0,0,0,0
ENSG00000103710.10|RASL12,0,0,2,1,0,0,33,10
ENSG00000234438.4|KBTBD13,0,0,1,1,0,0,0,0
ENSG00000278737.1|AC013553.4,0,0,0,0,0,0,0,0
ENSG00000246922.8|UBAP1L,6,3,3,7,17,14,23,31
ENSG00000259258.1|AC013553.1,0,0,0,0,0,0,0,0
ENSG00000090470.14|PDCD7,76,79,33,40,80,25,35,29
ENSG00000166855.9|CLPX,545,547,466,654,281,390,322,413
ENSG00000138615.5|CILP,110,88,71,87,3,8,185,160
ENSG00000279268.1|AC068213.1,3,0,1,5,2,4,3,2
ENSG00000201709.1|RNU6-686P,0,0,0,0,0,0,0,0
ENSG00000138617.15|PARP16,146,141,72,94,106,177,93,107
ENSG00000206903.1|SNORA24B,0,0,0,0,0,0,0,0
ENSG00000199568.1|RNU5A-1,1,0,0,0,0,0,0,0
ENSG00000259346.2|AC105129.2,0,0,1,0,0,0,0,0
ENSG00000200156.1|RNU5B-1,0,2,0,1,0,0,0,0
ENSG00000174498.13|IGDCC3,0,0,0,0,0,0,0,0
ENSG00000103742.11|IGDCC4,96,83,160,224,81,127,91,146
ENSG00000074603.18|DPP8,557,677,664,929,540,593,469,665
ENSG00000270690.1|AC105129.3,0,0,0,0,0,1,0,0
ENSG00000259232.2|AC105129.1,0,1,0,1,1,1,0,0
ENSG00000252217.1|RF00019,1,0,0,0,0,1,0,0
ENSG00000074696.12|HACD3,1578,1573,592,803,1313,1814,547,687
ENSG00000207449.1|RNU6-19P,0,1,0,0,0,0,0,0
ENSG00000138614.14|INTS14,632,587,307,424,332,579,328,404
ENSG00000074621.13|SLC24A1,88,58,20,32,64,82,26,27
ENSG00000275638.1|AC011939.3,0,2,0,1,1,1,0,0
ENSG00000174485.15|DENND4A,69,75,70,110,84,74,45,101
ENSG00000238311.1|SNORD13E,0,0,0,0,1,0,0,0
ENSG00000264737.1|MIR4511,0,0,0,0,0,0,0,0
ENSG00000103769.9|RAB11A,1745,1815,1333,1933,1872,2172,1387,1807
ENSG00000261544.1|AC011939.2,0,0,1,1,0,0,1,0
ENSG00000259924.1|AC011939.1,3,3,5,10,0,4,4,7
ENSG00000249271.2|HNRNPA1P44,2,0,0,0,0,1,0,0
ENSG00000283249.1|RF00026,0,0,0,0,0,0,0,0
ENSG00000157890.17|MEGF11,2,3,2,1,4,0,0,2
ENSG00000263512.1|MIR4311,0,0,0,0,0,0,0,0
ENSG00000261318.1|AC055855.2,0,0,0,0,0,0,0,0
ENSG00000166938.12|DIS3L,181,219,147,224,202,263,169,242
ENSG00000260773.1|AC055855.1,0,1,1,0,4,3,0,0
ENSG00000075131.9|TIPIN,300,253,172,227,217,247,88,146
ENSG00000252712.1|SCARNA14,0,0,0,0,0,0,0,0
ENSG00000223271.1|RF00019,0,0,0,0,0,0,0,0
ENSG00000240821.1|RPL9P25,0,7,5,6,3,3,0,0
ENSG00000169032.9|MAP2K1,88,93,199,294,298,111,170,232
ENSG00000261102.2|ATP5MFP6,0,1,1,0,0,0,0,0
ENSG00000243404.2|RPL35AP32,1,1,0,0,1,0,1,0
ENSG00000261351.2|AC116913.1,4,9,4,10,12,3,11,6
ENSG00000174446.12|SNAPC5,158,153,179,279,168,221,270,203
ENSG00000266589.1|MIR4512,0,1,0,0,0,0,0,0
ENSG00000174444.14|RPL4,18206,18806,12550,18259,17226,17162,20571,14136
ENSG00000199574.1|SNORD18C,0,0,0,0,0,0,0,0
ENSG00000280554.1|RF01159,1,0,0,0,0,0,0,0
ENSG00000202529.1|SNORD18B,0,0,0,0,0,0,0,0
ENSG00000199673.1|SNORD16,0,0,0,0,0,0,0,0
ENSG00000200623.1|SNORD18A,0,0,0,0,0,0,0,0
ENSG00000174442.11|ZWILCH,800,755,294,411,566,586,128,218
ENSG00000188501.11|LCTL,19,23,12,16,8,23,4,15
ENSG00000259471.1|LINC01169,0,0,0,0,0,0,0,1
ENSG00000137834.14|SMAD6,25,28,8,15,48,7,1,2
ENSG00000274995.1|AC013564.1,0,1,0,1,3,0,0,0
ENSG00000270490.1|AC110048.1,0,1,0,0,1,0,0,0
ENSG00000277152.1|AC110048.2,5,7,3,8,16,12,1,3
ENSG00000259437.1|AC093334.1,0,0,0,0,0,0,0,0
ENSG00000259289.2|LINC02206,0,0,1,0,0,0,0,0
ENSG00000259347.6|AC087482.1,0,2,1,2,2,3,19,10
ENSG00000259246.4|HMGN2P47,0,1,0,0,0,0,0,0
ENSG00000166949.15|SMAD3,234,257,227,341,296,241,394,420
ENSG00000259202.1|AC012568.1,0,0,0,0,0,0,0,0
ENSG00000103591.12|AAGAB,849,857,747,955,477,674,616,666
ENSG00000242634.1|RPS24P16,0,0,0,1,1,0,0,0
ENSG00000103599.19|IQCH,39,35,40,70,11,19,9,26
ENSG00000259673.5|IQCH-AS1,40,46,49,64,12,17,25,28
ENSG00000189227.5|C15orf61,228,207,339,426,272,240,329,317
ENSG00000270964.1|AC016355.1,9,5,9,16,4,10,15,9
ENSG00000137764.19|MAP2K5,234,260,309,393,159,247,260,240
ENSG00000259512.3|HNRNPA1P5,0,0,0,0,0,0,0,0
ENSG00000188779.10|SKOR1,2,0,0,1,0,1,0,0
ENSG00000259410.5|AC009292.2,0,0,0,0,0,0,0,0
ENSG00000245719.1|AC009292.1,0,0,0,0,0,0,0,0
ENSG00000206625.1|RNU6-1,10,11,11,19,9,4,6,6
ENSG00000261702.2|AC022254.1,0,0,0,0,0,0,0,0
ENSG00000260109.1|AC135628.1,0,1,2,1,1,0,0,0
ENSG00000033800.13|PIAS1,538,530,527,742,403,566,281,490
ENSG00000260007.3|AC107871.1,5,7,2,6,11,11,7,4
ENSG00000129007.14|CALML4,7,5,1,1,19,9,5,3
ENSG00000128973.12|CLN6,133,161,92,166,616,268,215,147
ENSG00000260602.2|HMGN2P40,0,0,1,1,0,0,0,0
ENSG00000260657.2|AC107871.2,0,0,0,0,0,1,1,0
ENSG00000169018.5|FEM1B,414,482,696,1429,212,481,258,893
ENSG00000137809.16|ITGA11,707,792,1253,2015,116,253,2041,3052
ENSG00000103647.12|CORO2B,6,11,8,9,69,18,48,67
ENSG00000271232.1|CARSP1,0,0,0,0,0,0,0,0
ENSG00000140350.15|ANP32A,878,770,928,1440,840,1326,556,857
ENSG00000265195.1|MIR4312,0,0,0,0,0,0,0,0
ENSG00000258484.3|SPESP1,26,17,19,10,0,1,2,0
ENSG00000259286.3|AC087639.1,0,0,0,0,1,0,0,0
ENSG00000285919.1|AC087639.2,5,1,6,16,14,7,5,2
ENSG00000137808.12|AC027088.1,0,1,0,2,0,0,1,0
ENSG00000255346.9|NOX5,3,1,10,2,4,2,4,2
ENSG00000273851.1|AC027088.4,0,1,0,0,0,0,0,0
ENSG00000259265.1|AC027088.3,0,0,0,0,0,0,0,0
ENSG00000212766.9|EWSAT1,2,0,0,0,3,9,0,1
ENSG00000259222.2|AC027088.2,0,1,1,0,0,0,0,0
ENSG00000138604.9|GLCE,357,310,184,272,160,439,76,332
ENSG00000261634.3|AC026992.2,0,1,3,9,2,0,0,2
ENSG00000259504.2|AC026992.1,0,0,0,0,1,0,0,0
ENSG00000137819.13|PAQR5,98,95,256,370,240,155,287,478
ENSG00000259645.1|AC027237.4,0,0,0,0,1,0,1,0
ENSG00000259426.5|AC027237.3,5,4,15,16,9,1,30,32
ENSG00000207395.1|RF00019,0,0,3,0,2,0,1,0
ENSG00000137807.15|KIF23,1147,1047,359,449,1064,1067,110,178
ENSG00000259191.2|AC027237.1,0,0,0,0,1,0,0,0
ENSG00000137818.11|RPLP1,17358,18383,16860,23040,23649,18998,27544,21046
ENSG00000207119.2|RF00012,0,0,0,0,0,0,1,0
ENSG00000259215.1|AC027237.2,1,1,0,4,1,1,1,3
ENSG00000245750.8|DRAIC,3,4,24,46,1,5,138,49
ENSG00000259457.1|AC100826.1,0,0,0,2,0,0,0,0
ENSG00000259496.2|AC021818.2,0,0,0,0,0,0,0,0
ENSG00000259309.2|AC021818.1,0,0,1,0,0,0,0,0
ENSG00000140332.15|TLE3,296,357,261,405,276,229,264,231
ENSG00000207965.1|MIR629,0,0,0,0,0,0,0,0
ENSG00000200216.2|RNU6-745P,0,0,0,0,0,0,0,0
ENSG00000259252.1|AC026583.1,0,0,0,0,0,0,0,0
ENSG00000259503.1|AC048383.1,0,0,0,0,0,0,0,0
ENSG00000259473.1|LINC02205,0,0,0,0,0,0,0,0
ENSG00000280639.1|LINC02204,2,0,1,1,0,0,0,1
ENSG00000259227.2|AC087699.1,0,0,0,0,0,0,0,1
ENSG00000281264.1|SALRNA3,0,0,0,0,1,1,0,0
ENSG00000280515.1|SALRNA2,3,1,0,3,1,1,2,2
ENSG00000137831.14|UACA,1140,1198,597,820,2019,1784,1110,1339
ENSG00000259532.1|AC009269.2,0,0,0,0,0,0,0,0
ENSG00000274297.1|AC009269.5,3,0,0,1,2,0,0,1
ENSG00000259624.1|AC009269.3,0,0,0,1,0,0,0,0
ENSG00000259452.2|AC009269.1,0,0,0,0,1,0,0,0
ENSG00000235420.7|RPL29P30,0,0,0,0,2,3,0,0
ENSG00000166173.10|LARP6,93,78,90,144,372,169,214,221
ENSG00000259744.1|AC009269.4,0,0,0,2,1,0,1,0
ENSG00000137821.11|LRRC49,47,53,51,52,56,70,37,53
ENSG00000259470.2|KRT8P9,0,0,0,0,0,0,0,0
ENSG00000129028.8|THAP10,79,92,58,96,72,72,35,44
ENSG00000242276.2|RPL5P3,3,5,1,1,0,0,0,0
ENSG00000187720.14|THSD4,58,72,36,43,171,111,36,108
ENSG00000225362.9|CT62,0,0,0,0,0,0,0,0
ENSG00000259964.6|THSD4-AS1,0,0,0,0,0,0,0,0
ENSG00000259781.1|HMGB1P6,88,111,66,52,176,177,22,45
ENSG00000260586.2|AC064799.2,0,0,0,0,1,0,0,0
ENSG00000212664.5|AC064799.1,5,3,4,3,5,3,6,2
ENSG00000278408.1|AC108861.1,0,0,0,0,0,0,0,0
ENSG00000278570.4|NR2E3,1,0,2,2,1,1,17,5
ENSG00000260037.5|AC104938.1,0,0,0,0,0,0,0,1
ENSG00000066933.15|MYO9A,241,264,328,535,279,278,91,338
ENSG00000200873.1|RNA5SP399,0,0,0,0,0,0,0,0
ENSG00000261632.1|AC022872.1,0,0,2,0,0,2,1,2
ENSG00000260576.1|EIF5A2P1,0,0,1,0,0,1,0,0
ENSG00000222094.1|RNU2-65P,0,0,0,0,2,2,0,0
ENSG00000166192.14|SENP8,101,88,90,117,43,83,56,77
ENSG00000243568.2|AC020779.1,6,0,1,5,6,3,6,3
ENSG00000260173.1|AC020779.2,0,0,0,0,0,0,1,0
ENSG00000175318.11|GRAMD2A,7,1,2,1,2,5,2,1
ENSG00000067225.17|PKM,50698,54381,73751,97708,44389,73312,43382,63398
ENSG00000137817.16|PARP6,303,327,339,545,338,290,442,460
ENSG00000273025.1|AC009690.3,0,0,0,1,0,1,0,0
ENSG00000261460.1|AC009690.2,2,3,1,7,19,12,16,7
ENSG00000140488.15|CELF6,1,0,0,0,1,0,1,0
ENSG00000260729.1|AC009690.1,2,6,1,0,0,1,0,2
ENSG00000213614.9|HEXA,1910,2130,1417,1786,1190,1676,1666,1476
ENSG00000260339.1|HEXA-AS1,1,0,1,1,4,7,7,4
ENSG00000243007.1|RPL12P35,2,0,0,3,0,0,0,0
ENSG00000187806.8|TMEM202,0,0,0,0,0,0,0,0
ENSG00000261423.1|TMEM202-AS1,0,3,0,6,5,3,18,7
ENSG00000271072.1|PHBP20,0,0,0,0,1,0,0,0
ENSG00000261187.1|AC079322.1,2,2,2,4,2,3,0,1
ENSG00000166233.14|ARIH1,441,425,476,783,311,308,208,359
ENSG00000283798.1|MIR630,0,0,0,0,0,0,0,0
ENSG00000260534.1|AC100827.3,0,0,0,0,20,7,0,5
ENSG00000278313.1|AC100827.5,0,0,1,0,0,0,0,0
ENSG00000260144.1|AC100827.2,0,0,0,0,1,1,0,0
ENSG00000259783.5|LINC02259,0,0,1,0,1,1,0,1
ENSG00000260672.1|AC100827.4,0,0,2,1,0,1,0,0
ENSG00000259909.1|AC100827.1,0,0,0,0,0,0,0,0
ENSG00000215186.6|GOLGA6B,0,0,0,0,0,0,0,0
ENSG00000274350.1|RN7SL853P,0,0,0,0,0,0,0,0
ENSG00000175202.4|HIGD2B,0,0,0,0,0,0,0,0
ENSG00000261281.1|AC009712.1,0,0,0,0,0,0,0,0
ENSG00000140463.13|BBS4,324,333,351,442,266,329,338,390
ENSG00000159322.17|ADPGK,692,742,317,463,808,906,418,549
ENSG00000260898.5|ADPGK-AS1,4,3,2,7,10,7,7,6
ENSG00000285729.1|AC103874.1,1,2,1,1,0,1,0,1
ENSG00000259259.1|NPM1P42,1,2,0,0,0,0,0,2
ENSG00000067141.16|NEO1,15,23,26,36,33,34,27,42
ENSG00000259691.2|FKBP1AP2,0,0,0,0,0,0,0,0
ENSG00000259440.2|NPM1P43,0,0,0,0,0,0,0,0
ENSG00000259528.1|AC068397.1,0,0,0,0,1,0,0,0
ENSG00000138622.3|HCN4,0,0,1,0,0,0,0,0
ENSG00000259650.1|AC068397.2,0,0,0,0,0,0,0,0
ENSG00000183324.10|REC114,0,0,0,0,0,0,1,0
ENSG00000259186.1|MRPS15P1,0,0,0,0,0,0,0,0
ENSG00000156642.16|NPTN,911,998,986,1396,416,1007,422,1224
ENSG00000281183.1|NPTN-IT1,8,7,14,28,25,13,23,18
ENSG00000103855.17|CD276,1210,1462,2831,3784,1293,1839,2578,2491
ENSG00000276807.1|AC022188.1,0,0,0,0,0,0,0,0
ENSG00000205363.5|INSYN1,0,5,2,6,3,2,4,3
ENSG00000260469.2|INSYN1-AS1,0,1,0,0,0,0,1,0
ENSG00000260624.1|AC018943.1,0,0,0,0,0,0,0,0
ENSG00000167139.8|TBC1D21,0,0,0,0,0,0,0,0
ENSG00000261801.5|LOXL1-AS1,251,298,106,154,275,315,153,220
ENSG00000129038.15|LOXL1,347,343,87,163,2104,1075,633,965
ENSG00000067221.13|STOML1,343,408,619,841,488,376,655,583
ENSG00000140464.19|PML,644,619,451,630,912,1303,579,716
ENSG00000260096.1|DNM1P33,0,0,0,0,0,0,0,0
ENSG00000159289.6|GOLGA6A,0,0,0,0,0,0,1,0
ENSG00000278604.1|RN7SL429P,0,0,0,0,0,0,0,0
ENSG00000214702.6|AC010931.1,0,0,0,0,0,0,0,0
