gene_name,Control-1 Day 3 Rep 1,Control-1 Day 3 Rep 2,Control-1 Day 5 Rep 1,Control-1 Day 5 Rep 2,FSHD2-1 Day 3 Rep 1,FSHD2-1 Day 3 Rep 2,FSHD2-1 Day 5 Rep 1,FSHD2-1 Day 5 Rep 2
NINJ1,402.00042,511.2548,367.8103,373.0,764.52742,718.26499,420.29756,488.686502043
AL390760.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WNK2,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.000004
C9orf129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-829P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL583839.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM120AOS,356.0778043513,449.37039,318.7002802445124,360.816776041621,441.4019947556,397.9730000344794,298.00558,409.0290499999999
FAM120A,562.772709212,633.7067499999999,520.46326,514.4966000000001,539.26043,670.59033,486.16173,469.8913
PHF2,76.0,85.0,74.0,90.0,84.99997,100.0,120.0,128.0
MIR548AU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL442224.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BARX1,0.0,0.0,0.0,0.0,4.0,6.0,1.0,1.0
BARX1-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPDC1,123.99999,160.0,82.0,90.9999500137663,186.99998,155.00002,105.0000000366491,116.0
CYCSP24,3.07386,0.0,0.0,1.03009,2.07659,3.10548,0.0,1.03836
AL158152.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AL158152.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIRLET7A1HG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIRLET7A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIRLET7F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIRLET7D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF169,39.65288,26.185146,37.22003,32.47434,39.95829,46.762314,33.34575,43.7337282
VDAC1P11,1.00114,0.0,0.0,1.00091,1.00168,0.0,0.0,1.00227
NUTM2F,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
AL691447.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL691447.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTMAP12,0.0,0.0,0.0,2.09526,0.0,0.0,1.06129,0.0
MFSD14B,183.6279,212.1844,100.7068,143.8988,161.4779,123.2455,87.2881,139.1049
YRDCP1,1.0,0.0,0.0,0.0,0.0,0.125401,0.0,0.0
AL358232.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-669P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCAT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBP2,0.0,0.0,6.0,4.0,1.0,1.0,1.0,2.0
FBP1,1.0,6.0,3.0,6.0,0.0,5.000001,3.0,7.0
C9orf3,1871.4251,2156.5593000000003,1588.0373,1583.6476899999996,1550.3485240041,1390.05987,1029.54885109,1154.648287
MIR2278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL807757.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL807757.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL353768.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL353768.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR6081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR23B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR27B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR24-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FANCC,123.99992,131.021552,82.85598960716001,61.012065,211.170524,134.65113946089,81.69229,136.42492
AL354893.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL354893.1,3.00095,4.00138,3.00054,3.00108,7.00371,5.83144,4.0,3.0
RNA5SP288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL157384.1,0.0,0.0,0.0,0.0,0.0,1.10147,0.0,0.0
AL161729.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT1P1,0.0,0.0,0.0,1.06304,0.0,0.0,0.0,0.0
PTCH1,49.04106900000001,68.098902,27.44233,24.10006,70.05510524,52.98929699999999,43.07365524549999,49.020377
AL161729.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL161729.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL161729.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL392185.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL354861.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL354861.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL354861.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-46P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERCC6L2,281.99963,320.9995,240.9995,240.00007,395.99987,361.0001,291.00006,317.99974000000003
RNA5SP289,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AL161454.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL449403.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL449403.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF4BP3,5.10024,1.25507,0.0,1.31425,1.33336,1.33904,0.0,1.2684
HSD17B3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AL160269.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD17B3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1160P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC35D2,27.54578,17.02044,22.32922,35.43632,34.59921,29.38589,12.34199,31.2809399533
ZNF367,13.0,21.0,6.0,4.0,7.0,5.0,4.0,5.0
AL133477.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49361
HABP4,51.44091,67.6328,77.00001,76.22851,103.77876,79.62055,90.92841,90.7248
CDC14B,125.47757,110.83889,139.72047,116.049466446,125.7707399524108,154.43105999999997,125.70227,138.82653000000002
PRXL2C,443.49659,608.73037,398.37306,424.21709,475.68172,429.53907,383.8970000000001,536.6563
AL589843.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL589843.2,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
ZNF510,75.99996999999999,85.99999,70.00005,66.00001,111.00008,98.00006,98.0,84.0
ZNF782,3.000003,2.0,6.0,15.646848,9.999998,11.000008,7.0,13.0
MFSD14C,142.61405399999998,96.68668,120.785819,128.30062999999998,153.24111200000002,183.17506,107.91529,168.86941
PTMAP11,0.0,2.06812,2.0597,0.0,1.02823,0.0,0.0,1.03881
AL158827.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUTM2G,3.0,2.0,8.48212,2.0,1.0,2.16878,0.0,1.0
YRDCP2,0.0,0.0,0.0,0.0,1.0,1.8746,0.0,0.0
CTSV,25.26617,22.970072,16.397759999999998,23.10748,45.56678,26.909035,47.46397,51.46769
TCEA1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAS2L1P2,9.0,4.0,12.0,14.0000110201,17.00004,5.0,5.0,19.93508
VN1R51P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM220CP,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
AL445670.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD18CP,0.0,1.0,0.0,1.05155,0.0,2.09889,1.0,0.0
RNU6-798P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL590705.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF322P1,0.0,0.0,10.8115,0.0,0.0,0.0,0.0,16.4958
AL590705.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL590705.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUGT1P4-STRA6LP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STRA6LP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUGT1P4,0.0,0.0,0.0,1.54496,1.0,0.0,1.0,0.0
AL512590.2,7.0,6.0,3.0,5.0,1.0,4.0,6.0,6.0
CCDC180,8.334426,5.66464,16.28333,10.22512,9.999999,21.1852,13.807706,12.64536
MIR1302-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL512590.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TDRD7,35.0,28.0,29.0,23.0,28.0,29.0,31.0,25.0
TMOD1,2098.8515346,2416.24000194042,4456.45000800958,4298.17,4312.9633,4045.574400237319,4999.95000191041,5854.770000068589
AL162385.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSTD2,339.14701,416.75639,377.55024,347.82674,502.03913,466.42325,446.04742,510.23279
NCBP1,1636.9626,1774.8894300000002,1549.8874999999998,1480.61762,1738.64899,1656.6860400000005,1485.68368,1588.6827
AL162385.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XPA,85.00001,110.00043,83.00004,74.99999,92.99995,101.99999,67.99998,65.00001
KRT18P13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTCSC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL445531.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TRMO,135.99958110820003,174.00007999999997,137.99988,135.0,168.99982,175.99997000000002,170.00044,173.0001
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEMGN,0.0,0.0,1.0,0.0,1.00013,0.0,0.0,0.0
ANP32B,1117.95,1152.00338,829.93856,700.00031,1332.99806,1353.0,920.00023,1123.0
AL354726.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-918P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NANS,1146.3854500000002,1340.3507499999998,916.3282,802.36219,1282.75701,1150.2287199999998,995.71933,1039.9012
TRIM14,61.3894200163646,70.33330000000001,72.02614042583801,75.98028000000001,68.34279000000001,64.17625,70.72144,88.7067
RF00017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CORO2A,19.969,20.8326,30.0709,17.0357,39.5142,34.6127,19.0522,34.469
TBC1D2,531.999090105586,545.9998000118176,323.9997,355.0000904499999,693.0004717029369,672.0,408.999543085,465.9997
MIR6854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL360081.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
GABBR2,11.00771,18.739,12.018521,10.154,16.368766,13.867979,12.022367,10.143845
SEPT7P7,1.03294,0.0,0.0,0.0,0.0,0.0,1.02637,0.0
ANKS6,63.0000494,52.00004,29.000015407400003,51.00004,66.00002,98.99998,49.9999487,48.00004
AL807776.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALNT12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
AL136084.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL136084.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL15A1,390.9998,500.00024,85.0,101.54419,607.0029,472.99963,440.43107,525.00028
AL136084.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGFBR1,352.9998299999999,404.9998352650471,256.99996000000004,287.9998,386.9999,421.0003,294.00012,381.00028219
RNA5SP290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL162427.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL794P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG2,389.0002,476.99976,313.0004,338.0,515.0001,509.0002,436.0,493.0
SEC61B,821.0005,817.00048,520.99997,470.9998,1082.99796,956.99974,658.00035,732.99976
RN7SKP225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT8P11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NAMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL137067.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL137067.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL162394.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL359710.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NR4A3,21.0000000150907,14.0,16.0,12.0,15.0,5.0,15.99998,23.99998
STX17-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STX17,205.7439,253.1572700118085,239.77713000000003,233.0488612456,318.25855,297.43219,273.06362,289.76358
AL358937.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERP44,1075.0,1034.0,896.0,806.0,1143.0,1096.0,902.0,1024.0
UPF3AP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02798
INVS,158.00165,202.980223,107.06932000000002,137.00001,211.21177702391003,193.12894,170.06212,193.00486
RN7SL75P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS2P35,0.0,0.0,1.01195,0.0,1.01022,1.01164,1.01272,1.01403
AL137072.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NANOGP5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
TEX10,543.7645,571.9089,431.17475,388.30465,549.4101,536.1587199999999,422.02157,473.7882
MSANTD3,279.67699,291.48672349,154.620820446301,192.40655,343.74346623,310.7229,199.84202006991316,255.61468
MSANTD3-TMEFF1,64.5681,81.2076,47.2133,59.8111,64.1823,64.2769,50.492,46.9953
TMEFF1,23.7549,17.3055,26.1662,8.78229,17.0739,0.0,16.6659,9.39019
CAVIN4,6489.19,6081.11,9463.05,8383.02,6757.58,6509.04,7083.25,7078.9
RN7SKP87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P19,2.00325,0.0,0.0,1.00122,1.00107,2.00247,0.0,0.0
AL162395.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAPDHP26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLPPR1,6.5,4.0,4.0,8.5,18.0,14.0,18.41194,16.5
AL161631.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACNATP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRMT112P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL359893.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAAT,9.0,9.39008,9.94757,4.5,16.1693,12.7698,13.00002,4.99544
FYTTD1P1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
MRPL50,717.0,765.0,678.0,583.0,845.0,864.951,698.0,741.0
ZNF189,68.00001259891,82.0,61.0,86.99996999999999,129.0,74.00003,73.0,72.00004999999999
ALDOB,0.0,0.0,2.0,0.0,1.0000000321047,0.0,1.0,2.0
AL353621.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM246-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM246,100.00008,118.0,99.0000162939,76.0,121.0,135.0,95.999959744,89.0
AL353621.1,0.0,2.00788,1.00466,0.0,2.00194,1.00109,0.0,0.0
RNF20,827.0003,765.0001199999999,695.0003199999999,668.0,716.00039,738.0004,667.99957,729.99979
GRIN3A,4.0,2.0,0.0,0.0,2.000001,0.0,0.0,1.0
PPP3R2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTND3P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARL2BPP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-329P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL442644.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL442644.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZYG11AP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL365396.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYLC2,0.0,1.00025,0.0,0.0,0.0,1.00498,0.0,0.0
AL589823.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL390962.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL590381.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMC2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMC2,298.0005,323.9999,158.0,120.0,375.9996,330.9999,183.0,172.9998
TOPORSLP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL512646.1,21138.3,19046.2,17704.7,19653.4,20479.8,23622.3,19516.8,21410.8
OR13F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL450426.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR13C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR13C3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
OR13C8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR13D2P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR13C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR13C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR13C9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR13I1P,2.13442,2.22737,2.099,1.05538,4.18144,3.14176,0.0,1.09122
OR13C1P,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
OR13D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR13D3P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIPSNAP3A,804.77486,909.9148,703.54435,726.57262,827.7425099999999,750.59776,600.645,683.264
NIPSNAP3B,15.22538,20.084859,56.45530000000001,49.42696,26.25708,26.40211,42.35459,52.7359
ABCA1,86.0,141.0,162.99988,155.0,212.0,230.0,293.0,332.99954999999994
AL359182.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL359182.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC44A1,398.03283408,544.8077800000001,478.239,463.21930388259,655.202,491.37053,297.63774,630.59383
FSD1L,127.1006,163.0394562873,100.000016739,160.000062,148.30189,110.000031,134.00002999999998,131.067040776025
RALGAPA1P1,3.96557,2.59457,0.0,4.2866,0.0,0.0,0.0,5.16076
AL158070.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FKTN,258.02461,353.93360000000007,182.648419,269.50571,406.78204,276.623424271,243.16728,275.768459
AL158070.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAL2,48.0,75.0,115.0,92.0,131.0,114.0,176.0,168.0
TMEM38B,2108.9785,2463.0003699999997,2970.0032400000005,2829.9894000000004,3299.99606,3204.95723,3670.00119,3795.00321
AL592437.1,1.00284,1.0,3.00968,1.00327,0.0,0.0,0.0,1.00282
AL592437.2,0.0,2.07667,1.03074,2.0,2.19725,1.0498,3.59117,1.07486
SLC25A6P5,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
LINC01505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL732323.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL451140.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR8081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL512649.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL512649.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RNA5SP292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF462,224.92742,274.99952,318.00043,292.9995599999999,438.9999800000001,377.00011,351.99993,363.99965
AL807761.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL512593.1,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
AL807761.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL807761.2,8.56464,2.48313,1.1266,1.19981,6.56026,2.43863,2.42458,6.98505
AL807761.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL445487.1,0.0,0.0,1.00878,0.0,1.00491,0.0,0.0,0.0
RAD23B,591.16043,995.281,369.95346,531.395,846.1938200000001,460.74422,390.51009,529.64933
LINC01509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN2P32,1.01404,2.01304,0.0,2.04048,1.01044,1.00661,0.0,0.0
RNU6-492P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLF4,16.999959,17.0,16.0,10.0,24.0,39.00002,34.0,17.99999
AL389915.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIAP88,0.0,0.0,1.0,1.0004,0.0,0.0,0.0,0.0
RNU6-996P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1064P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL659P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL36AP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
AL162389.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS15AP27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC068050.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CHCHD4P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL353742.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL669983.1,0.0,1.01073,0.0,1.01309,1.01379,1.00887,1.0161,1.01143
AL358779.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL36AP35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL359692.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTL7B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTL7A,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ELP1,879.58597,905.3764,866.1342,788.0,918.05158,918.17744,890.0,891.12017
FAM206A,289.9996,374.00036,240.99985,234.00009,325.00035,289.00046,269.00037,270.00025
CTNNAL1,738.0,690.9999,504.0003,421.0,691.0008,560.0001,495.0,547.0
TMEM245,371.7960000201803,364.0135,467.0,442.844,442.48335635228005,487.457,564.802,528.8505
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRRS1L,16.48927,13.95054,10.28599,11.92624,23.22177,20.17655,14.47667,23.23001
EPB41L4B,1.0,0.0,0.0,2.0,1.0,5.0,3.0,3.0
RNU6-984P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTND2P11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPN3,40.611122,48.63315,25.508518,12.10899,58.51147,54.70416,55.867650000000005,69.36629
MIR3927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YBX1P6,0.0,0.0,0.0,1.02864,0.0,1.03188,0.0,0.0
PALM2,293.5799,331.26193,273.8443,248.470357,213.9133,222.3834,211.18447,211.41186
AL158829.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PALM2-AKAP2,564.0096000000001,276.0453,360.514,283.6471553,328.7208,308.8905,342.20050000000003,447.4467
AL158823.1,2.89687,0.0,0.0,2.40069,4.38683,2.71501,3.20291,5.72967
AKAP2,2040.9379,2911.332000020489,1441.723000455592,1669.67756,1506.01045534,1387.9672,1130.95203,1268.90928
C9orf152,0.0,0.0,0.0,0.0,3.0104800000000003,2.03906,2.80819,2.03809
TXN,2741.0,3002.95,1569.0,1371.0,3372.9977,3040.99076,1499.0,1736.89417
TXNDC8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVEP1,60.0699,59.96304000000001,67.072800152364,51.42326,74.25855493991,58.181300958956,81.15150895394001,57.05449
RNU6-1039P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL592463.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUSK,1920.99544,2501.99872,3017.99477,2968.9983900000007,2370.00054,2118.00094,2499.9970000122776,2753.00085
AL513328.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
LPAR1,1127.9999,1357.9985,1198.0003000000002,1265.9995,959.9997,820.9994999999999,851.0003999999999,990.0006
RNU6-432P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNY4P18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL162414.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR7702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR2K2,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ECPAS,863.00021,1158.99989578,709.00048,783.0002999999999,1263.004049,1016.0001699999998,910.99996,1108.99943
RNA5SP294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF483,10.10101,7.886179999999999,12.42783,22.98131,14.24771,20.95552,28.46233,25.52118
PTGR1,1072.0613899999998,1176.83127018135,1031.0,1015.64945,1598.0404,1468.5118,1224.9401200000002,1340.05864
AL135787.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC37A5P,2.01352,6.02973,3.00615,4.01411,9.08867,2.20272,6.12768,4.91799
DNAJC25,32.5303,23.37194,34.39,55.0043,42.00003,53.0032,50.846,48.1327
DNAJC25-GNG10,122.459,99.9266,84.5782,64.0604,69.6874,92.8669,72.3009,91.6371
GNG10,1065.85,1081.86,797.063,768.701,1040.36,944.706,736.382,912.649
SHOC1,3.0000001434300003,1.9999980562277,1.0,0.0,1.9999980768229,1.0000000109811,1.0,1.999995
AL354877.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
